"id_maquina","n_intervalo","tiempo_entre","evento","antiguedad_ini","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M164",1,399.98,1,4.507,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",2,138.37,1,5.603,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",3,381.68,1,5.982,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",4,57.96,1,7.027,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",5,80.32,1,7.186,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",6,74.9,1,7.406,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",7,20.98,1,7.612,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",8,69.15,1,7.669,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",9,64.15,1,7.858,"Corte","Importante","A",0.711,"Correctivo",NA
"M164",10,172.51,0,8.034,"Corte","Importante","A",0.711,"Correctivo",NA
"M165",1,183.52,1,7.984,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",2,580.43,1,8.486,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",3,42.76,1,10.077,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",4,280.34,1,10.194,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",5,60.48,1,10.962,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",6,7.8,1,11.127,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",7,304.67,0,11.149,"Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M166",1,491.78,1,0.819,"Mecanizado","Critica","A",0.652,"Preventivo",120
"M166",2,277.67,1,2.167,"Mecanizado","Critica","A",0.652,"Preventivo",120
"M166",3,95.17,1,2.927,"Mecanizado","Critica","A",0.652,"Preventivo",120
"M166",4,595.38,0,3.188,"Mecanizado","Critica","A",0.652,"Preventivo",120
"M167",1,512.34,1,2.63,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",2,27.64,1,4.034,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",3,259.2,1,4.11,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",4,26.51,1,4.82,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",5,18.95,1,4.892,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",6,74.13,1,4.944,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",7,21.76,1,5.147,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",8,167.26,1,5.207,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",9,53.21,1,5.665,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",10,28.14,1,5.811,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",11,270.86,0,5.888,"Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M168",1,1460,0,1.721,"Corte","Critica","B",0.315,"Preventivo",60
"M169",1,472.27,1,0,"Corte","Auxiliar","A",0.546,"Correctivo",NA
"M169",2,298.73,0,1.294,"Corte","Auxiliar","A",0.546,"Correctivo",NA
"M170",1,344.46,1,3.312,"Lijado","Importante","A",0.531,"Correctivo",NA
"M170",2,251.22,1,4.256,"Lijado","Importante","A",0.531,"Correctivo",NA
"M170",3,13.81,1,4.944,"Lijado","Importante","A",0.531,"Correctivo",NA
"M170",4,249.02,1,4.982,"Lijado","Importante","A",0.531,"Correctivo",NA
"M170",5,601.5,0,5.664,"Lijado","Importante","A",0.531,"Correctivo",NA
"M171",1,330.11,1,1.112,"Acabado","Importante","A",0.663,"Correctivo",NA
"M171",2,455.07,1,2.017,"Acabado","Importante","A",0.663,"Correctivo",NA
"M171",3,653.94,1,3.263,"Acabado","Importante","A",0.663,"Correctivo",NA
"M171",4,20.89,0,5.055,"Acabado","Importante","A",0.663,"Correctivo",NA
"M172",1,596.5,1,1.973,"Acabado","Critica","A",0.527,"Correctivo",NA
"M172",2,863.5,0,3.607,"Acabado","Critica","A",0.527,"Correctivo",NA
"M173",1,105.17,1,7.992,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",2,150.91,1,8.28,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",3,192.07,1,8.693,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",4,143.96,1,9.22,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",5,187.29,1,9.614,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",6,165.59,1,10.127,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",7,91.56,1,10.581,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",8,119.39,1,10.832,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",9,89.8,1,11.159,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",10,15.14,1,11.405,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M173",11,199.14,0,11.446,"Ensamblaje","Auxiliar","A",0.919,"Correctivo",NA
"M174",1,510.51,1,7,"Corte","Auxiliar","C",0.633,"Preventivo",90
"M174",2,141.22,1,8.399,"Corte","Auxiliar","C",0.633,"Preventivo",90
"M174",3,626.19,1,8.786,"Corte","Auxiliar","C",0.633,"Preventivo",90
"M174",4,182.08,0,10.501,"Corte","Auxiliar","C",0.633,"Preventivo",90
"M175",1,769.75,1,0,"Acabado","Auxiliar","B",0.485,"Correctivo",NA
"M175",2,289.25,0,2.109,"Acabado","Auxiliar","B",0.485,"Correctivo",NA
"M176",1,171.2,1,4.688,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",2,45.14,1,5.157,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",3,43.02,1,5.28,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",4,27.2,1,5.398,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",5,176.79,1,5.473,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",6,14.67,1,5.957,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",7,136.37,1,5.997,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",8,250.56,1,6.371,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",9,29.97,1,7.057,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",10,15.9,1,7.139,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",11,97.91,1,7.183,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",12,117.83,1,7.451,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M176",13,333.44,0,7.774,"Mecanizado","Auxiliar","B",0.531,"Correctivo",NA
"M177",1,812,0,0,"Acabado","Auxiliar","C",0.359,"Correctivo",NA
"M178",1,460.87,1,5.836,"Corte","Critica","C",0.71,"Correctivo",NA
"M178",2,270.54,1,7.098,"Corte","Critica","C",0.71,"Correctivo",NA
"M178",3,111.26,1,7.839,"Corte","Critica","C",0.71,"Correctivo",NA
"M178",4,574.88,1,8.144,"Corte","Critica","C",0.71,"Correctivo",NA
"M178",5,42.46,0,9.719,"Corte","Critica","C",0.71,"Correctivo",NA
"M179",1,1025.9,1,7.345,"Ensamblaje","Importante","C",0.887,"Preventivo",120
"M179",2,434.1,0,10.156,"Ensamblaje","Importante","C",0.887,"Preventivo",120
"M180",1,201.75,1,0,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",2,158.79,1,0.553,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",3,199.1,1,0.988,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",4,120.83,1,1.533,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",5,204.11,1,1.864,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",6,49.43,0,2.423,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M181",1,138.94,1,1.679,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",2,480.58,1,2.06,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",3,310.61,1,3.377,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",4,297.07,1,4.228,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",5,232.8,0,5.042,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M182",1,1460,0,2.093,"Lijado","Auxiliar","B",0.843,"Preventivo",90
"M183",1,1418.75,1,6.57,"Corte","Importante","B",0.646,"Preventivo",120
"M183",2,41.25,0,10.457,"Corte","Importante","B",0.646,"Preventivo",120
"M184",1,451.45,1,0,"Corte","Importante","A",0.641,"Correctivo",NA
"M184",2,146.35,1,1.237,"Corte","Importante","A",0.641,"Correctivo",NA
"M184",3,623,1,1.638,"Corte","Importante","A",0.641,"Correctivo",NA
"M184",4,34.2,0,3.345,"Corte","Importante","A",0.641,"Correctivo",NA
"M185",1,216.53,1,3.819,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",2,155.38,1,4.412,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",3,404.27,1,4.838,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",4,182.73,1,5.946,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",5,400.29,1,6.446,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",6,100.79,0,7.543,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M186",1,58.07,1,6.208,"Ensamblaje","Critica","A",0.74,"Preventivo",60
"M186",2,1327.83,1,6.367,"Ensamblaje","Critica","A",0.74,"Preventivo",60
"M186",3,22,1,10.005,"Ensamblaje","Critica","A",0.74,"Preventivo",60
"M186",4,52.09,0,10.065,"Ensamblaje","Critica","A",0.74,"Preventivo",60
"M187",1,241.74,1,4.247,"Acabado","Critica","B",0.615,"Correctivo",NA
"M187",2,1036.92,1,4.909,"Acabado","Critica","B",0.615,"Correctivo",NA
"M187",3,181.34,0,7.75,"Acabado","Critica","B",0.615,"Correctivo",NA
"M188",1,825.06,1,2.345,"Acabado","Auxiliar","A",0.838,"Preventivo",60
"M188",2,109.32,1,4.606,"Acabado","Auxiliar","A",0.838,"Preventivo",60
"M188",3,525.62,0,4.905,"Acabado","Auxiliar","A",0.838,"Preventivo",60
"M189",1,1010.84,1,7.51,"Acabado","Importante","A",0.441,"Preventivo",120
"M189",2,114.17,1,10.279,"Acabado","Importante","A",0.441,"Preventivo",120
"M189",3,12.96,1,10.592,"Acabado","Importante","A",0.441,"Preventivo",120
"M189",4,210.89,1,10.627,"Acabado","Importante","A",0.441,"Preventivo",120
"M189",5,111.14,0,11.205,"Acabado","Importante","A",0.441,"Preventivo",120
"M190",1,73.19,1,0,"Acabado","Auxiliar","C",0.55,"Correctivo",NA
"M190",2,1111.81,0,0.201,"Acabado","Auxiliar","C",0.55,"Correctivo",NA
"M191",1,1380.22,1,1.145,"Corte","Importante","B",0.775,"Preventivo",120
"M191",2,79.78,0,4.927,"Corte","Importante","B",0.775,"Preventivo",120
"M192",1,463.17,1,0.263,"Corte","Auxiliar","A",0.366,"Preventivo",120
"M192",2,815.49,1,1.532,"Corte","Auxiliar","A",0.366,"Preventivo",120
"M192",3,181.34,0,3.766,"Corte","Auxiliar","A",0.366,"Preventivo",120
"M193",1,717.13,1,0.655,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",2,40.11,1,2.62,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",3,4.63,1,2.729,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",4,74.28,1,2.742,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",5,237.01,1,2.946,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",6,15.42,1,3.595,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",7,371.43,0,3.637,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M194",1,93.34,1,3.995,"Lijado","Critica","B",0.56,"Correctivo",NA
"M194",2,566.44,1,4.25,"Lijado","Critica","B",0.56,"Correctivo",NA
"M194",3,800.22,0,5.802,"Lijado","Critica","B",0.56,"Correctivo",NA
"M195",1,841.52,1,0,"Lijado","Importante","A",0.806,"Correctivo",NA
"M195",2,151.48,0,2.306,"Lijado","Importante","A",0.806,"Correctivo",NA
"M196",1,92.08,1,3.274,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",2,28.29,1,3.526,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",3,107.02,1,3.604,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",4,195.02,1,3.897,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",5,174.57,1,4.431,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",6,545.78,1,4.91,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",7,317.24,0,6.405,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M197",1,134.26,1,5.548,"Corte","Importante","C",0.658,"Preventivo",90
"M197",2,140.39,1,5.916,"Corte","Importante","C",0.658,"Preventivo",90
"M197",3,65.44,1,6.3,"Corte","Importante","C",0.658,"Preventivo",90
"M197",4,460.78,1,6.48,"Corte","Importante","C",0.658,"Preventivo",90
"M197",5,304.57,1,7.742,"Corte","Importante","C",0.658,"Preventivo",90
"M197",6,39.97,1,8.577,"Corte","Importante","C",0.658,"Preventivo",90
"M197",7,314.58,0,8.686,"Corte","Importante","C",0.658,"Preventivo",90
"M198",1,430.15,1,7.425,"Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M198",2,296.53,1,8.603,"Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M198",3,539.72,1,9.416,"Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M198",4,193.6,0,10.894,"Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M199",1,399.9,1,2.8,"Mecanizado","Critica","B",0.62,"Preventivo",120
"M199",2,463.19,1,3.896,"Mecanizado","Critica","B",0.62,"Preventivo",120
"M199",3,126.57,1,5.165,"Mecanizado","Critica","B",0.62,"Preventivo",120
"M199",4,470.34,0,5.511,"Mecanizado","Critica","B",0.62,"Preventivo",120
"M200",1,138.7,1,4.562,"Lijado","Critica","B",0.567,"Preventivo",90
"M200",2,54.41,1,4.942,"Lijado","Critica","B",0.567,"Preventivo",90
"M200",3,367.34,1,5.091,"Lijado","Critica","B",0.567,"Preventivo",90
"M200",4,161.03,1,6.097,"Lijado","Critica","B",0.567,"Preventivo",90
"M200",5,259.47,1,6.538,"Lijado","Critica","B",0.567,"Preventivo",90
"M200",6,479.06,0,7.249,"Lijado","Critica","B",0.567,"Preventivo",90
"M201",1,467.12,1,0,"Corte","Auxiliar","C",0.482,"Preventivo",120
"M201",2,270.88,0,1.28,"Corte","Auxiliar","C",0.482,"Preventivo",120
"M202",1,790.63,1,1.353,"Corte","Importante","A",0.941,"Correctivo",NA
"M202",2,219.56,1,3.52,"Corte","Importante","A",0.941,"Correctivo",NA
"M202",3,181.02,1,4.121,"Corte","Importante","A",0.941,"Correctivo",NA
"M202",4,249.95,1,4.617,"Corte","Importante","A",0.941,"Correctivo",NA
"M202",5,18.83,0,5.302,"Corte","Importante","A",0.941,"Correctivo",NA
"M203",1,325.76,1,2.266,"Acabado","Importante","B",0.66,"Correctivo",NA
"M203",2,300.66,1,3.158,"Acabado","Importante","B",0.66,"Correctivo",NA
"M203",3,563.65,1,3.982,"Acabado","Importante","B",0.66,"Correctivo",NA
"M203",4,85.83,1,5.526,"Acabado","Importante","B",0.66,"Correctivo",NA
"M203",5,184.1,0,5.761,"Acabado","Importante","B",0.66,"Correctivo",NA
"M204",1,28.11,1,2.811,"Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M204",2,835.63,1,2.888,"Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M204",3,596.26,0,5.177,"Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M205",1,695.64,1,1.915,"Acabado","Importante","A",0.788,"Preventivo",90
"M205",2,745.31,1,3.821,"Acabado","Importante","A",0.788,"Preventivo",90
"M205",3,19.05,0,5.863,"Acabado","Importante","A",0.788,"Preventivo",90
"M206",1,98.35,1,5.69,"Corte","Importante","C",0.631,"Preventivo",120
"M206",2,1002.55,1,5.96,"Corte","Importante","C",0.631,"Preventivo",120
"M206",3,151.41,1,8.707,"Corte","Importante","C",0.631,"Preventivo",120
"M206",4,207.68,0,9.121,"Corte","Importante","C",0.631,"Preventivo",120
"M207",1,262.69,1,0.542,"Ensamblaje","Critica","B",0.595,"Correctivo",NA
"M207",2,1197.31,0,1.262,"Ensamblaje","Critica","B",0.595,"Correctivo",NA
"M208",1,862.07,1,0.8,"Corte","Importante","B",0.915,"Correctivo",NA
"M208",2,410.6,1,3.162,"Corte","Importante","B",0.915,"Correctivo",NA
"M208",3,99.2,1,4.287,"Corte","Importante","B",0.915,"Correctivo",NA
"M208",4,88.13,0,4.559,"Corte","Importante","B",0.915,"Correctivo",NA
"M209",1,85.24,1,2.005,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",2,32.64,1,2.239,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",3,121.91,1,2.328,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",4,57.28,1,2.662,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",5,203.57,1,2.819,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",6,125.9,1,3.377,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",7,52.76,1,3.722,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",8,41.56,1,3.867,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",9,247.9,1,3.98,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",10,89.84,1,4.66,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",11,317.54,1,4.906,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",12,83.88,0,5.776,"Corte","Importante","A",0.724,"Correctivo",NA
"M210",1,162.14,1,2.855,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",2,87.4,1,3.299,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",3,198.62,1,3.538,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",4,58.21,1,4.083,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",5,651.37,1,4.242,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",6,302.27,0,6.027,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M211",1,501.29,1,3.729,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",2,107.16,1,5.102,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",3,307.17,1,5.396,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",4,404.04,1,6.237,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",5,140.33,0,7.344,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M212",1,146.45,1,5.195,"Corte","Auxiliar","C",0.775,"Correctivo",NA
"M212",2,53.46,1,5.596,"Corte","Auxiliar","C",0.775,"Correctivo",NA
"M212",3,1260.08,0,5.742,"Corte","Auxiliar","C",0.775,"Correctivo",NA
"M213",1,1096.97,1,0.326,"Corte","Critica","B",0.714,"Correctivo",NA
"M213",2,363.03,0,3.331,"Corte","Critica","B",0.714,"Correctivo",NA
"M214",1,715,0,0,"Acabado","Auxiliar","A",0.819,"Correctivo",NA
"M215",1,20.11,1,3.386,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",2,250.63,1,3.441,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",3,196.52,1,4.128,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",4,705.3,1,4.666,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",5,43.99,1,6.599,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",6,220.78,1,6.719,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",7,22.66,0,7.324,"Acabado","Critica","A",0.627,"Correctivo",NA
"M216",1,78.28,1,3.973,"Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M216",2,279.04,1,4.187,"Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M216",3,906.18,1,4.952,"Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M216",4,196.5,0,7.434,"Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M217",1,535.95,1,0,"Mecanizado","Importante","B",0.538,"Correctivo",NA
"M217",2,734.05,0,1.468,"Mecanizado","Importante","B",0.538,"Correctivo",NA
"M218",1,63.04,1,0,"Acabado","Auxiliar","C",0.548,"Correctivo",NA
"M218",2,1249.96,0,0.173,"Acabado","Auxiliar","C",0.548,"Correctivo",NA
"M219",1,430.4,1,4.732,"Acabado","Importante","B",0.458,"Preventivo",90
"M219",2,456.74,1,5.911,"Acabado","Importante","B",0.458,"Preventivo",90
"M219",3,40.51,1,7.162,"Acabado","Importante","B",0.458,"Preventivo",90
"M219",4,532.36,0,7.273,"Acabado","Importante","B",0.458,"Preventivo",90
"M220",1,803.95,1,7.515,"Mecanizado","Auxiliar","C",0.26,"Correctivo",NA
"M220",2,372.75,1,9.718,"Mecanizado","Auxiliar","C",0.26,"Correctivo",NA
"M220",3,33.37,1,10.739,"Mecanizado","Auxiliar","C",0.26,"Correctivo",NA
"M220",4,249.93,0,10.83,"Mecanizado","Auxiliar","C",0.26,"Correctivo",NA
"M221",1,230.26,1,2.959,"Lijado","Auxiliar","A",0.587,"Preventivo",120
"M221",2,756.3,1,3.59,"Lijado","Auxiliar","A",0.587,"Preventivo",120
"M221",3,105.95,1,5.662,"Lijado","Auxiliar","A",0.587,"Preventivo",120
"M221",4,367.49,0,5.952,"Lijado","Auxiliar","A",0.587,"Preventivo",120
"M222",1,315.24,1,6.252,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",2,106.28,1,7.116,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",3,58.19,1,7.407,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",4,267.68,1,7.566,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",5,140.61,1,8.3,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",6,13.25,1,8.685,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",7,246.23,1,8.721,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",8,156.11,1,9.396,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",9,156.4,0,9.824,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M223",1,323.75,1,7.268,"Lijado","Importante","A",0.281,"Preventivo",120
"M223",2,735.83,1,8.155,"Lijado","Importante","A",0.281,"Preventivo",120
"M223",3,83.43,1,10.171,"Lijado","Importante","A",0.281,"Preventivo",120
"M223",4,235.58,1,10.4,"Lijado","Importante","A",0.281,"Preventivo",120
"M223",5,81.41,0,11.045,"Lijado","Importante","A",0.281,"Preventivo",120
"M224",1,791.55,1,0.575,"Acabado","Auxiliar","B",0.801,"Preventivo",90
"M224",2,358.96,1,2.744,"Acabado","Auxiliar","B",0.801,"Preventivo",90
"M224",3,309.48,0,3.727,"Acabado","Auxiliar","B",0.801,"Preventivo",90
"M225",1,204.03,1,3.334,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M225",2,298.04,1,3.893,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M225",3,39.73,1,4.71,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M225",4,436.3,1,4.819,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M225",5,266.64,1,6.014,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M225",6,215.25,0,6.745,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M226",1,206.99,1,3.129,"Corte","Importante","A",0.448,"Correctivo",NA
"M226",2,173.49,1,3.696,"Corte","Importante","A",0.448,"Correctivo",NA
"M226",3,66.49,1,4.171,"Corte","Importante","A",0.448,"Correctivo",NA
"M226",4,853.02,1,4.353,"Corte","Importante","A",0.448,"Correctivo",NA
"M226",5,160.02,0,6.69,"Corte","Importante","A",0.448,"Correctivo",NA
"M227",1,3.09,1,5.293,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",2,183.44,1,5.302,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",3,795.98,1,5.804,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",4,308.46,1,7.985,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",5,109.53,1,8.83,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",6,2.86,1,9.13,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",7,56.64,0,9.138,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M228",1,630.1,1,0.627,"Mecanizado","Critica","C",0.641,"Preventivo",90
"M228",2,110.12,1,2.354,"Mecanizado","Critica","C",0.641,"Preventivo",90
"M228",3,292.34,1,2.655,"Mecanizado","Critica","C",0.641,"Preventivo",90
"M228",4,427.44,0,3.456,"Mecanizado","Critica","C",0.641,"Preventivo",90
"M229",1,514.11,1,0,"Corte","Auxiliar","C",0.774,"Correctivo",NA
"M229",2,184.21,1,1.409,"Corte","Auxiliar","C",0.774,"Correctivo",NA
"M229",3,28.68,0,1.913,"Corte","Auxiliar","C",0.774,"Correctivo",NA
"M230",1,319.85,1,7.452,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M230",2,341.33,1,8.328,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M230",3,206.4,1,9.264,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M230",4,201.2,1,9.829,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M230",5,391.22,0,10.38,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M231",1,1255,0,0,"Ensamblaje","Importante","A",0.487,"Preventivo",90
"M232",1,57.45,1,3.937,"Mecanizado","Auxiliar","C",0.737,"Preventivo",120
"M232",2,1379,1,4.094,"Mecanizado","Auxiliar","C",0.737,"Preventivo",120
"M232",3,23.54,0,7.872,"Mecanizado","Auxiliar","C",0.737,"Preventivo",120
"M233",1,314.22,1,4.907,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",2,141.62,1,5.768,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",3,134.99,1,6.156,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",4,401.99,1,6.526,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",5,84.04,1,7.627,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",6,208.26,1,7.857,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",7,45.28,1,8.428,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",8,129.6,0,8.552,"Lijado","Importante","C",0.782,"Preventivo",120
"M234",1,18.97,1,2.951,"Corte","Auxiliar","B",0.722,"Correctivo",NA
"M234",2,1087.99,1,3.003,"Corte","Auxiliar","B",0.722,"Correctivo",NA
"M234",3,353.04,0,5.983,"Corte","Auxiliar","B",0.722,"Correctivo",NA
"M235",1,567.13,1,5.178,"Corte","Auxiliar","A",0.568,"Correctivo",NA
"M235",2,892.87,0,6.732,"Corte","Auxiliar","A",0.568,"Correctivo",NA
"M236",1,551.53,1,6.992,"Corte","Auxiliar","B",0.746,"Preventivo",120
"M236",2,109.18,1,8.503,"Corte","Auxiliar","B",0.746,"Preventivo",120
