"id_maquina","mes","tstart","tstop","exposicion","n_fallos","fallo","antiguedad","dias_desde_mant","mant_reciente","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M152",5,896,926,30,0,0,0.37,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",6,926,956,30,0,0,0.452,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",7,956,986,30,0,0,0.534,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",8,986,1016,30,0,0,0.616,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",9,1016,1046,30,0,0,0.699,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",10,1046,1076,30,0,0,0.781,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",11,1076,1106,30,0,0,0.863,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",12,1106,1136,30,0,0,0.945,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",13,1136,1166,30,0,0,1.027,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",14,1166,1196,30,0,0,1.11,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",15,1196,1226,30,0,0,1.192,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",16,1226,1256,30,0,0,1.274,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",17,1256,1286,30,0,0,1.356,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",18,1286,1316,30,0,0,1.438,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",19,1316,1346,30,0,0,1.521,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",20,1346,1376,30,0,0,1.603,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",21,1376,1406,30,0,0,1.685,15,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",22,1406,1436,30,0,0,1.767,45,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M152",23,1436,1460,24,0,0,1.841,12,1,"Ensamblaje","Critica","A",0.733,"Preventivo",60
"M153",1,0,30,30,0,0,7.773,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",2,30,60,30,0,0,7.855,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",3,60,90,30,0,0,7.937,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",4,90,120,30,1,1,8.019,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",5,120,150,30,0,0,8.101,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",6,150,180,30,0,0,8.184,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",7,180,210,30,0,0,8.266,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",8,210,240,30,0,0,8.348,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",9,240,270,30,0,0,8.43,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",10,270,300,30,0,0,8.512,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",11,300,330,30,0,0,8.595,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",12,330,360,30,0,0,8.677,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",13,360,390,30,0,0,8.759,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",14,390,420,30,0,0,8.841,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",15,420,450,30,0,0,8.923,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",16,450,480,30,0,0,9.005,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",17,480,510,30,1,1,9.088,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",18,510,540,30,0,0,9.17,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",19,540,570,30,0,0,9.252,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",20,570,600,30,0,0,9.334,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",21,600,630,30,0,0,9.416,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",22,630,660,30,0,0,9.499,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",23,660,690,30,0,0,9.581,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",24,690,720,30,0,0,9.663,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",25,720,750,30,0,0,9.745,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",26,750,780,30,0,0,9.827,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",27,780,810,30,0,0,9.91,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",28,810,840,30,0,0,9.992,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",29,840,870,30,0,0,10.074,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",30,870,900,30,0,0,10.156,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",31,900,930,30,0,0,10.238,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",32,930,960,30,0,0,10.321,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",33,960,990,30,0,0,10.403,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",34,990,1020,30,0,0,10.485,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",35,1020,1050,30,0,0,10.567,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",36,1050,1080,30,0,0,10.649,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",37,1080,1110,30,0,0,10.732,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",38,1110,1140,30,0,0,10.814,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",39,1140,1170,30,0,0,10.896,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",40,1170,1200,30,0,0,10.978,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",41,1200,1230,30,0,0,11.06,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",42,1230,1260,30,0,0,11.142,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",43,1260,1290,30,0,0,11.225,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",44,1290,1320,30,0,0,11.307,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",45,1320,1350,30,0,0,11.389,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",46,1350,1380,30,0,0,11.471,47,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",47,1380,1410,30,0,0,11.553,77,0,"Corte","Critica","C",0.724,"Preventivo",90
"M153",48,1410,1440,30,1,1,11.636,17,1,"Corte","Critica","C",0.724,"Preventivo",90
"M153",49,1440,1460,20,0,0,11.704,42,1,"Corte","Critica","C",0.724,"Preventivo",90
"M154",1,0,30,30,0,0,1.808,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",2,30,60,30,0,0,1.89,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",3,60,90,30,0,0,1.973,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",4,90,120,30,0,0,2.055,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",5,120,150,30,0,0,2.137,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",6,150,180,30,0,0,2.219,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",7,180,210,30,0,0,2.301,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",8,210,240,30,0,0,2.384,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",9,240,270,30,0,0,2.466,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",10,270,300,30,0,0,2.548,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",11,300,330,30,0,0,2.63,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",12,330,360,30,0,0,2.712,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",13,360,390,30,0,0,2.795,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",14,390,420,30,0,0,2.877,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",15,420,450,30,0,0,2.959,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",16,450,480,30,0,0,3.041,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",17,480,510,30,0,0,3.123,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",18,510,540,30,0,0,3.205,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",19,540,570,30,0,0,3.288,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",20,570,600,30,0,0,3.37,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",21,600,630,30,0,0,3.452,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",22,630,660,30,0,0,3.534,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",23,660,690,30,0,0,3.616,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",24,690,720,30,0,0,3.699,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",25,720,750,30,0,0,3.781,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",26,750,780,30,0,0,3.863,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",27,780,810,30,0,0,3.945,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",28,810,840,30,0,0,4.027,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",29,840,870,30,0,0,4.11,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",30,870,900,30,0,0,4.192,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",31,900,930,30,0,0,4.274,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",32,930,960,30,0,0,4.356,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",33,960,990,30,0,0,4.438,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",34,990,1020,30,0,0,4.521,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",35,1020,1050,30,1,1,4.603,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",36,1050,1080,30,0,0,4.685,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",37,1080,1110,30,0,0,4.767,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",38,1110,1140,30,0,0,4.849,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",39,1140,1170,30,0,0,4.932,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",40,1170,1200,30,0,0,5.014,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",41,1200,1230,30,0,0,5.096,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",42,1230,1260,30,0,0,5.178,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",43,1260,1290,30,0,0,5.26,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",44,1290,1320,30,0,0,5.342,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",45,1320,1350,30,0,0,5.425,60,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",46,1350,1380,30,0,0,5.507,90,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",47,1380,1410,30,0,0,5.589,0,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",48,1410,1440,30,0,0,5.671,30,1,"Acabado","Importante","B",0.611,"Preventivo",120
"M154",49,1440,1460,20,0,0,5.74,55,0,"Acabado","Importante","B",0.611,"Preventivo",120
"M155",1,0,30,30,0,0,1.575,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",2,30,60,30,0,0,1.658,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",3,60,90,30,0,0,1.74,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",4,90,120,30,0,0,1.822,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",5,120,150,30,0,0,1.904,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",6,150,180,30,0,0,1.986,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",7,180,210,30,0,0,2.068,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",8,210,240,30,0,0,2.151,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",9,240,270,30,0,0,2.233,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",10,270,300,30,0,0,2.315,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",11,300,330,30,0,0,2.397,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",12,330,360,30,0,0,2.479,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",13,360,390,30,0,0,2.562,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",14,390,420,30,0,0,2.644,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",15,420,450,30,0,0,2.726,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",16,450,480,30,0,0,2.808,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",17,480,510,30,0,0,2.89,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",18,510,540,30,0,0,2.973,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",19,540,570,30,0,0,3.055,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",20,570,600,30,0,0,3.137,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",21,600,630,30,0,0,3.219,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",22,630,660,30,0,0,3.301,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",23,660,690,30,1,1,3.384,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",24,690,720,30,0,0,3.466,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",25,720,750,30,0,0,3.548,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",26,750,780,30,0,0,3.63,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",27,780,810,30,0,0,3.712,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",28,810,840,30,0,0,3.795,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",29,840,870,30,0,0,3.877,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",30,870,900,30,0,0,3.959,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",31,900,930,30,0,0,4.041,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",32,930,960,30,0,0,4.123,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",33,960,990,30,0,0,4.205,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",34,990,1020,30,0,0,4.288,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",35,1020,1050,30,0,0,4.37,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",36,1050,1080,30,0,0,4.452,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",37,1080,1110,30,0,0,4.534,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",38,1110,1140,30,0,0,4.616,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",39,1140,1170,30,0,0,4.699,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",40,1170,1200,30,0,0,4.781,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",41,1200,1230,30,0,0,4.863,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",42,1230,1260,30,0,0,4.945,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",43,1260,1290,30,0,0,5.027,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",44,1290,1320,30,0,0,5.11,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",45,1320,1350,30,0,0,5.192,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",46,1350,1380,30,0,0,5.274,35,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",47,1380,1410,30,0,0,5.356,65,0,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",48,1410,1440,30,0,0,5.438,5,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M155",49,1440,1460,20,0,0,5.507,30,1,"Lijado","Auxiliar","A",0.855,"Preventivo",90
"M156",1,69,99,30,0,0,0.041,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",2,99,129,30,0,0,0.123,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",3,129,159,30,0,0,0.205,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",4,159,189,30,0,0,0.288,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",5,189,219,30,0,0,0.37,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",6,219,249,30,0,0,0.452,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",7,249,279,30,0,0,0.534,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",8,279,309,30,0,0,0.616,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",9,309,339,30,0,0,0.699,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",10,339,369,30,0,0,0.781,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",11,369,399,30,0,0,0.863,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",12,399,429,30,0,0,0.945,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",13,429,459,30,0,0,1.027,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",14,459,489,30,0,0,1.11,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",15,489,519,30,0,0,1.192,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",16,519,549,30,0,0,1.274,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",17,549,579,30,0,0,1.356,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",18,579,609,30,0,0,1.438,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",19,609,639,30,0,0,1.521,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",20,639,669,30,0,0,1.603,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",21,669,699,30,0,0,1.685,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",22,699,729,30,0,0,1.767,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",23,729,759,30,0,0,1.849,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",24,759,789,30,0,0,1.932,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",25,789,819,30,0,0,2.014,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",26,819,849,30,0,0,2.096,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",27,849,879,30,0,0,2.178,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",28,879,909,30,0,0,2.26,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",29,909,939,30,0,0,2.342,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",30,939,969,30,0,0,2.425,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",31,969,999,30,0,0,2.507,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",32,999,1029,30,0,0,2.589,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",33,1029,1059,30,0,0,2.671,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",34,1059,1089,30,0,0,2.753,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",35,1089,1119,30,0,0,2.836,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",36,1119,1149,30,0,0,2.918,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",37,1149,1179,30,0,0,3,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",38,1179,1209,30,0,0,3.082,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",39,1209,1239,30,0,0,3.164,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",40,1239,1269,30,0,0,3.247,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",41,1269,1299,30,0,0,3.329,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",42,1299,1329,30,0,0,3.411,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",43,1329,1359,30,0,0,3.493,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",44,1359,1389,30,0,0,3.575,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",45,1389,1419,30,0,0,3.658,15,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",46,1419,1449,30,0,0,3.74,45,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M156",47,1449,1460,11,0,0,3.796,5.5,1,"Acabado","Auxiliar","B",0.833,"Preventivo",60
"M157",1,0,30,30,0,0,7.145,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",2,30,60,30,0,0,7.227,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",3,60,90,30,0,0,7.31,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",4,90,120,30,0,0,7.392,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",5,120,150,30,0,0,7.474,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",6,150,180,30,0,0,7.556,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",7,180,210,30,0,0,7.638,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",8,210,240,30,0,0,7.721,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",9,240,270,30,0,0,7.803,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",10,270,300,30,0,0,7.885,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",11,300,330,30,0,0,7.967,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",12,330,360,30,0,0,8.049,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",13,360,390,30,1,1,8.132,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",14,390,420,30,0,0,8.214,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",15,420,450,30,0,0,8.296,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",16,450,480,30,0,0,8.378,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",17,480,510,30,0,0,8.46,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",18,510,540,30,1,1,8.542,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",19,540,570,30,0,0,8.625,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",20,570,600,30,0,0,8.707,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",21,600,630,30,0,0,8.789,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",22,630,660,30,0,0,8.871,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",23,660,690,30,0,0,8.953,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",24,690,720,30,0,0,9.036,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",25,720,750,30,1,1,9.118,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",26,750,780,30,0,0,9.2,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",27,780,810,30,1,1,9.282,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",28,810,840,30,0,0,9.364,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",29,840,870,30,0,0,9.447,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",30,870,900,30,0,0,9.529,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",31,900,930,30,0,0,9.611,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",32,930,960,30,0,0,9.693,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",33,960,990,30,0,0,9.775,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",34,990,1020,30,0,0,9.858,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",35,1020,1050,30,0,0,9.94,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",36,1050,1080,30,0,0,10.022,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",37,1080,1110,30,0,0,10.104,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",38,1110,1140,30,0,0,10.186,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",39,1140,1170,30,0,0,10.268,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",40,1170,1200,30,0,0,10.351,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",41,1200,1230,30,0,0,10.433,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",42,1230,1260,30,0,0,10.515,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",43,1260,1290,30,0,0,10.597,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",44,1290,1320,30,0,0,10.679,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",45,1320,1350,30,0,0,10.762,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",46,1350,1380,30,1,1,10.844,88,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",47,1380,1410,30,0,0,10.926,28,1,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",48,1410,1440,30,0,0,11.008,58,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",49,1440,1460,20,0,0,11.077,83,0,"Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M158",1,0,30,30,0,0,4.885,73,0,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M158",2,30,60,30,0,0,4.967,13,1,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M158",3,60,90,30,0,0,5.049,43,1,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M158",4,90,120,30,0,0,5.132,73,0,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M158",5,120,150,30,0,0,5.214,13,1,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
"M158",6,150,180,30,0,0,5.296,43,1,"Mecanizado","Auxiliar","B",0.838,"Preventivo",90
