"id_maquina","anio","coste_total","n_averias","exposicion","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M179",1,0,0,1,"Ensamblaje","Importante","C",0.887,"Preventivo",120
"M179",2,0,0,1,"Ensamblaje","Importante","C",0.887,"Preventivo",120
"M179",3,1249.47,1,1,"Ensamblaje","Importante","C",0.887,"Preventivo",120
"M179",4,0,0,1,"Ensamblaje","Importante","C",0.887,"Preventivo",120
"M180",2,2458.04,1,0.559,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",3,2964.15,2,1,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M180",4,1832.16,2,1,"Ensamblaje","Auxiliar","B",0.626,"Correctivo",NA
"M181",1,2750.66,1,1,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",2,1645.78,1,1,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",3,1900.54,1,1,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M181",4,1098.82,1,1,"Mecanizado","Importante","A",0.822,"Correctivo",NA
"M182",1,0,0,1,"Lijado","Auxiliar","B",0.843,"Preventivo",90
"M182",2,0,0,1,"Lijado","Auxiliar","B",0.843,"Preventivo",90
"M182",3,0,0,1,"Lijado","Auxiliar","B",0.843,"Preventivo",90
"M182",4,0,0,1,"Lijado","Auxiliar","B",0.843,"Preventivo",90
"M183",1,0,0,1,"Corte","Importante","B",0.646,"Preventivo",120
"M183",2,0,0,1,"Corte","Importante","B",0.646,"Preventivo",120
"M183",3,0,0,1,"Corte","Importante","B",0.646,"Preventivo",120
"M183",4,1519.12,1,1,"Corte","Importante","B",0.646,"Preventivo",120
"M184",1,0,0,0.438,"Corte","Importante","A",0.641,"Correctivo",NA
"M184",2,560.68,1,1,"Corte","Importante","A",0.641,"Correctivo",NA
"M184",3,1531.33,1,1,"Corte","Importante","A",0.641,"Correctivo",NA
"M184",4,1341.69,1,1,"Corte","Importante","A",0.641,"Correctivo",NA
"M185",1,665.04,1,1,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",2,952.32,1,1,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",3,2571.16,2,1,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M185",4,1086.61,1,1,"Corte","Auxiliar","A",0.7,"Correctivo",NA
"M186",1,1741.36,1,1,"Ensamblaje","Critica","A",0.74,"Preventivo",60
"M186",2,0,0,1,"Ensamblaje","Critica","A",0.74,"Preventivo",60
"M186",3,0,0,1,"Ensamblaje","Critica","A",0.74,"Preventivo",60
"M186",4,2043.53,2,1,"Ensamblaje","Critica","A",0.74,"Preventivo",60
"M187",1,1091.2,1,1,"Acabado","Critica","B",0.615,"Correctivo",NA
"M187",2,0,0,1,"Acabado","Critica","B",0.615,"Correctivo",NA
"M187",3,0,0,1,"Acabado","Critica","B",0.615,"Correctivo",NA
"M187",4,3215.19,1,1,"Acabado","Critica","B",0.615,"Correctivo",NA
"M188",1,0,0,1,"Acabado","Auxiliar","A",0.838,"Preventivo",60
"M188",2,0,0,1,"Acabado","Auxiliar","A",0.838,"Preventivo",60
"M188",3,1335.49,2,1,"Acabado","Auxiliar","A",0.838,"Preventivo",60
"M188",4,0,0,1,"Acabado","Auxiliar","A",0.838,"Preventivo",60
"M189",1,0,0,1,"Acabado","Importante","A",0.441,"Preventivo",120
"M189",2,0,0,1,"Acabado","Importante","A",0.441,"Preventivo",120
"M189",3,498.72,1,1,"Acabado","Importante","A",0.441,"Preventivo",120
"M189",4,1027.44,3,1,"Acabado","Importante","A",0.441,"Preventivo",120
"M190",1,315.84,1,0.247,"Acabado","Auxiliar","C",0.55,"Correctivo",NA
"M190",2,0,0,1,"Acabado","Auxiliar","C",0.55,"Correctivo",NA
"M190",3,0,0,1,"Acabado","Auxiliar","C",0.55,"Correctivo",NA
"M190",4,0,0,1,"Acabado","Auxiliar","C",0.55,"Correctivo",NA
"M191",1,0,0,1,"Corte","Importante","B",0.775,"Preventivo",120
"M191",2,0,0,1,"Corte","Importante","B",0.775,"Preventivo",120
"M191",3,0,0,1,"Corte","Importante","B",0.775,"Preventivo",120
"M191",4,1239.32,1,1,"Corte","Importante","B",0.775,"Preventivo",120
"M192",1,0,0,1,"Corte","Auxiliar","A",0.366,"Preventivo",120
"M192",2,368.45,1,1,"Corte","Auxiliar","A",0.366,"Preventivo",120
"M192",3,0,0,1,"Corte","Auxiliar","A",0.366,"Preventivo",120
"M192",4,518.04,1,1,"Corte","Auxiliar","A",0.366,"Preventivo",120
"M193",1,0,0,1,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",2,246.7,1,1,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",3,4952.7,5,1,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M193",4,0,0,1,"Lijado","Auxiliar","A",0.71,"Preventivo",120
"M194",1,1701.16,1,1,"Lijado","Critica","B",0.56,"Correctivo",NA
"M194",2,395.83,1,1,"Lijado","Critica","B",0.56,"Correctivo",NA
"M194",3,0,0,1,"Lijado","Critica","B",0.56,"Correctivo",NA
"M194",4,0,0,1,"Lijado","Critica","B",0.56,"Correctivo",NA
"M195",2,0,0,0.721,"Lijado","Importante","A",0.806,"Correctivo",NA
"M195",3,0,0,1,"Lijado","Importante","A",0.806,"Correctivo",NA
"M195",4,570.79,1,1,"Lijado","Importante","A",0.806,"Correctivo",NA
"M196",1,2962.31,3,1,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",2,2791.14,2,1,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",3,0,0,1,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M196",4,1266.6,1,1,"Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M197",1,4014.89,3,1,"Corte","Importante","C",0.658,"Preventivo",90
"M197",2,0,0,1,"Corte","Importante","C",0.658,"Preventivo",90
"M197",3,1008.86,1,1,"Corte","Importante","C",0.658,"Preventivo",90
"M197",4,2954.17,2,1,"Corte","Importante","C",0.658,"Preventivo",90
"M198",1,0,0,1,"Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M198",2,451.07,2,1,"Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M198",3,0,0,1,"Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M198",4,341.9,1,1,"Ensamblaje","Auxiliar","A",0.744,"Correctivo",NA
"M199",1,0,0,1,"Mecanizado","Critica","B",0.62,"Preventivo",120
"M199",2,1179.4,1,1,"Mecanizado","Critica","B",0.62,"Preventivo",120
"M199",3,4218.17,2,1,"Mecanizado","Critica","B",0.62,"Preventivo",120
"M199",4,0,0,1,"Mecanizado","Critica","B",0.62,"Preventivo",120
"M200",1,3606.38,2,1,"Lijado","Critica","B",0.567,"Preventivo",90
"M200",2,1925.42,2,1,"Lijado","Critica","B",0.567,"Preventivo",90
"M200",3,1136.05,1,1,"Lijado","Critica","B",0.567,"Preventivo",90
"M200",4,0,0,1,"Lijado","Critica","B",0.567,"Preventivo",90
"M201",2,0,0,0.022,"Corte","Auxiliar","C",0.482,"Preventivo",120
"M201",3,0,0,1,"Corte","Auxiliar","C",0.482,"Preventivo",120
"M201",4,736.01,1,1,"Corte","Auxiliar","C",0.482,"Preventivo",120
"M202",1,0,0,1,"Corte","Importante","A",0.941,"Correctivo",NA
"M202",2,0,0,1,"Corte","Importante","A",0.941,"Correctivo",NA
"M202",3,973.41,2,1,"Corte","Importante","A",0.941,"Correctivo",NA
"M202",4,1814.97,2,1,"Corte","Importante","A",0.941,"Correctivo",NA
"M203",1,500.79,1,1,"Acabado","Importante","B",0.66,"Correctivo",NA
"M203",2,563.85,1,1,"Acabado","Importante","B",0.66,"Correctivo",NA
"M203",3,0,0,1,"Acabado","Importante","B",0.66,"Correctivo",NA
"M203",4,2081.64,2,1,"Acabado","Importante","B",0.66,"Correctivo",NA
"M204",1,398.37,1,1,"Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M204",2,0,0,1,"Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M204",3,332.74,1,1,"Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M204",4,0,0,1,"Acabado","Auxiliar","B",0.549,"Correctivo",NA
"M205",1,0,0,1,"Acabado","Importante","A",0.788,"Preventivo",90
"M205",2,1326.94,1,1,"Acabado","Importante","A",0.788,"Preventivo",90
"M205",3,0,0,1,"Acabado","Importante","A",0.788,"Preventivo",90
"M205",4,606.06,1,1,"Acabado","Importante","A",0.788,"Preventivo",90
"M206",1,790.33,1,1,"Corte","Importante","C",0.631,"Preventivo",120
"M206",2,0,0,1,"Corte","Importante","C",0.631,"Preventivo",120
"M206",3,0,0,1,"Corte","Importante","C",0.631,"Preventivo",120
"M206",4,2303.01,2,1,"Corte","Importante","C",0.631,"Preventivo",120
"M207",1,2033.17,1,1,"Ensamblaje","Critica","B",0.595,"Correctivo",NA
"M207",2,0,0,1,"Ensamblaje","Critica","B",0.595,"Correctivo",NA
"M207",3,0,0,1,"Ensamblaje","Critica","B",0.595,"Correctivo",NA
"M207",4,0,0,1,"Ensamblaje","Critica","B",0.595,"Correctivo",NA
"M208",1,0,0,1,"Corte","Importante","B",0.915,"Correctivo",NA
"M208",2,0,0,1,"Corte","Importante","B",0.915,"Correctivo",NA
"M208",3,1756.94,1,1,"Corte","Importante","B",0.915,"Correctivo",NA
"M208",4,1457.63,2,1,"Corte","Importante","B",0.915,"Correctivo",NA
"M209",1,5331.87,4,1,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",2,8931.18,4,1,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",3,2790.8,2,1,"Corte","Importante","A",0.724,"Correctivo",NA
"M209",4,1565.37,1,1,"Corte","Importante","A",0.724,"Correctivo",NA
"M210",1,563.74,2,1,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",2,1785.58,2,1,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",3,0,0,1,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M210",4,1520.46,1,1,"Ensamblaje","Auxiliar","A",0.758,"Correctivo",NA
"M211",1,0,0,1,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",2,2950.21,2,1,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",3,782.61,1,1,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M211",4,541.82,1,1,"Mecanizado","Importante","A",0.824,"Preventivo",120
"M212",1,1398.33,2,1,"Corte","Auxiliar","C",0.775,"Correctivo",NA
"M212",2,0,0,1,"Corte","Auxiliar","C",0.775,"Correctivo",NA
"M212",3,0,0,1,"Corte","Auxiliar","C",0.775,"Correctivo",NA
"M212",4,0,0,1,"Corte","Auxiliar","C",0.775,"Correctivo",NA
"M213",1,0,0,1,"Corte","Critica","B",0.714,"Correctivo",NA
"M213",2,0,0,1,"Corte","Critica","B",0.714,"Correctivo",NA
"M213",3,0,0,1,"Corte","Critica","B",0.714,"Correctivo",NA
"M213",4,2086.3,1,1,"Corte","Critica","B",0.714,"Correctivo",NA
"M214",3,0,0,0.959,"Acabado","Auxiliar","A",0.819,"Correctivo",NA
"M214",4,0,0,1,"Acabado","Auxiliar","A",0.819,"Correctivo",NA
"M215",1,6843.48,2,1,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",2,3135.51,1,1,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",3,0,0,1,"Acabado","Critica","A",0.627,"Correctivo",NA
"M215",4,5436.89,3,1,"Acabado","Critica","A",0.627,"Correctivo",NA
"M216",1,1094.71,2,1,"Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M216",2,0,0,1,"Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M216",3,0,0,1,"Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M216",4,1218.08,1,1,"Ensamblaje","Importante","C",0.87,"Correctivo",NA
"M217",1,0,0,0.479,"Mecanizado","Importante","B",0.538,"Correctivo",NA
"M217",2,567.82,1,1,"Mecanizado","Importante","B",0.538,"Correctivo",NA
"M217",3,0,0,1,"Mecanizado","Importante","B",0.538,"Correctivo",NA
"M217",4,0,0,1,"Mecanizado","Importante","B",0.538,"Correctivo",NA
"M218",1,310.4,1,0.597,"Acabado","Auxiliar","C",0.548,"Correctivo",NA
"M218",2,0,0,1,"Acabado","Auxiliar","C",0.548,"Correctivo",NA
"M218",3,0,0,1,"Acabado","Auxiliar","C",0.548,"Correctivo",NA
"M218",4,0,0,1,"Acabado","Auxiliar","C",0.548,"Correctivo",NA
"M219",1,0,0,1,"Acabado","Importante","B",0.458,"Preventivo",90
"M219",2,1449.69,1,1,"Acabado","Importante","B",0.458,"Preventivo",90
"M219",3,3562.81,2,1,"Acabado","Importante","B",0.458,"Preventivo",90
"M219",4,0,0,1,"Acabado","Importante","B",0.458,"Preventivo",90
"M220",1,0,0,1,"Mecanizado","Auxiliar","C",0.26,"Correctivo",NA
"M220",2,0,0,1,"Mecanizado","Auxiliar","C",0.26,"Correctivo",NA
"M220",3,390.98,1,1,"Mecanizado","Auxiliar","C",0.26,"Correctivo",NA
"M220",4,953.66,2,1,"Mecanizado","Auxiliar","C",0.26,"Correctivo",NA
"M221",1,743.47,1,1,"Lijado","Auxiliar","A",0.587,"Preventivo",120
"M221",2,0,0,1,"Lijado","Auxiliar","A",0.587,"Preventivo",120
"M221",3,1861.71,2,1,"Lijado","Auxiliar","A",0.587,"Preventivo",120
"M221",4,0,0,1,"Lijado","Auxiliar","A",0.587,"Preventivo",120
"M222",1,673.51,1,1,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",2,1822.59,2,1,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",3,2479.69,3,1,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M222",4,1876.76,2,1,"Mecanizado","Importante","C",0.467,"Correctivo",NA
"M223",1,2016.52,1,1,"Lijado","Importante","A",0.281,"Preventivo",120
"M223",2,0,0,1,"Lijado","Importante","A",0.281,"Preventivo",120
"M223",3,2382.16,1,1,"Lijado","Importante","A",0.281,"Preventivo",120
"M223",4,1653.57,2,1,"Lijado","Importante","A",0.281,"Preventivo",120
"M224",1,0,0,1,"Acabado","Auxiliar","B",0.801,"Preventivo",90
"M224",2,0,0,1,"Acabado","Auxiliar","B",0.801,"Preventivo",90
"M224",3,549.8,1,1,"Acabado","Auxiliar","B",0.801,"Preventivo",90
"M224",4,1394.97,1,1,"Acabado","Auxiliar","B",0.801,"Preventivo",90
"M225",1,1149.8,1,1,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M225",2,1832.21,2,1,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M225",3,902.37,1,1,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M225",4,1441.68,1,1,"Corte","Auxiliar","C",0.785,"Preventivo",60
"M226",1,515.51,1,1,"Corte","Importante","A",0.448,"Correctivo",NA
"M226",2,932.43,2,1,"Corte","Importante","A",0.448,"Correctivo",NA
"M226",3,0,0,1,"Corte","Importante","A",0.448,"Correctivo",NA
"M226",4,206.05,1,1,"Corte","Importante","A",0.448,"Correctivo",NA
"M227",1,2096.61,2,1,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",2,0,0,1,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",3,725.76,1,1,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M227",4,3443.07,3,1,"Mecanizado","Auxiliar","C",0.765,"Preventivo",60
"M228",1,0,0,1,"Mecanizado","Critica","C",0.641,"Preventivo",90
"M228",2,1048.05,1,1,"Mecanizado","Critica","C",0.641,"Preventivo",90
"M228",3,1533.88,2,1,"Mecanizado","Critica","C",0.641,"Preventivo",90
"M228",4,0,0,1,"Mecanizado","Critica","C",0.641,"Preventivo",90
"M229",3,0,0,0.992,"Corte","Auxiliar","C",0.774,"Correctivo",NA
"M229",4,957.92,2,1,"Corte","Auxiliar","C",0.774,"Correctivo",NA
"M230",1,1450.91,1,1,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M230",2,1377.72,1,1,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M230",3,2724.48,2,1,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M230",4,0,0,1,"Ensamblaje","Auxiliar","B",0.564,"Preventivo",90
"M231",1,0,0,0.438,"Ensamblaje","Importante","A",0.487,"Preventivo",90
"M231",2,0,0,1,"Ensamblaje","Importante","A",0.487,"Preventivo",90
"M231",3,0,0,1,"Ensamblaje","Importante","A",0.487,"Preventivo",90
"M231",4,0,0,1,"Ensamblaje","Importante","A",0.487,"Preventivo",90
"M232",1,287.5,1,1,"Mecanizado","Auxiliar","C",0.737,"Preventivo",120
"M232",2,0,0,1,"Mecanizado","Auxiliar","C",0.737,"Preventivo",120
"M232",3,0,0,1,"Mecanizado","Auxiliar","C",0.737,"Preventivo",120
"M232",4,509.71,1,1,"Mecanizado","Auxiliar","C",0.737,"Preventivo",120
"M233",1,2636.11,1,1,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",2,1653.17,2,1,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",3,2929.14,2,1,"Lijado","Importante","C",0.782,"Preventivo",120
"M233",4,3848.41,2,1,"Lijado","Importante","C",0.782,"Preventivo",120
"M234",1,934.71,1,1,"Corte","Auxiliar","B",0.722,"Correctivo",NA
"M234",2,0,0,1,"Corte","Auxiliar","B",0.722,"Correctivo",NA
"M234",3,0,0,1,"Corte","Auxiliar","B",0.722,"Correctivo",NA
"M234",4,413.14,1,1,"Corte","Auxiliar","B",0.722,"Correctivo",NA
"M235",1,0,0,1,"Corte","Auxiliar","A",0.568,"Correctivo",NA
"M235",2,532.44,1,1,"Corte","Auxiliar","A",0.568,"Correctivo",NA
"M235",3,0,0,1,"Corte","Auxiliar","A",0.568,"Correctivo",NA
"M235",4,0,0,1,"Corte","Auxiliar","A",0.568,"Correctivo",NA
"M236",1,0,0,1,"Corte","Auxiliar","B",0.746,"Preventivo",120
"M236",2,793.04,2,1,"Corte","Auxiliar","B",0.746,"Preventivo",120
"M236",3,0,0,1,"Corte","Auxiliar","B",0.746,"Preventivo",120
"M236",4,0,0,1,"Corte","Auxiliar","B",0.746,"Preventivo",120
"M237",1,0,0,1,"Ensamblaje","Critica","B",0.432,"Correctivo",NA
"M237",2,3998.7,2,1,"Ensamblaje","Critica","B",0.432,"Correctivo",NA
"M237",3,0,0,1,"Ensamblaje","Critica","B",0.432,"Correctivo",NA
"M237",4,0,0,1,"Ensamblaje","Critica","B",0.432,"Correctivo",NA
"M238",1,0,0,1,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M238",2,0,0,1,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M238",3,1360.62,2,1,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M238",4,2773.27,3,1,"Acabado","Auxiliar","A",0.784,"Correctivo",NA
"M239",1,501.27,1,1,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M239",2,1037.36,1,1,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M239",3,0,0,1,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M239",4,1970.17,2,1,"Mecanizado","Importante","C",0.693,"Correctivo",NA
"M240",1,0,0,1,"Mecanizado","Auxiliar","B",0.598,"Correctivo",NA
"M240",2,0,0,1,"Mecanizado","Auxiliar","B",0.598,"Correctivo",NA
"M240",3,0,0,1,"Mecanizado","Auxiliar","B",0.598,"Correctivo",NA
"M240",4,417.5,1,1,"Mecanizado","Auxiliar","B",0.598,"Correctivo",NA
"M241",1,0,0,1,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M241",2,867.56,1,1,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M241",3,3317.44,2,1,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M241",4,1418.4,2,1,"Corte","Auxiliar","A",0.751,"Correctivo",NA
"M242",1,0,0,1,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M242",2,328.21,1,1,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M242",3,718.94,2,1,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M242",4,804.91,2,1,"Acabado","Auxiliar","A",0.523,"Correctivo",NA
"M243",1,755.84,1,1,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",2,5734.39,3,1,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",3,4201.09,2,1,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M243",4,0,0,1,"Mecanizado","Importante","C",0.906,"Preventivo",120
"M244",1,4065.49,2,1,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",2,1891.74,1,1,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",3,2705.64,2,1,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M244",4,2493.97,2,1,"Ensamblaje","Importante","A",0.382,"Correctivo",NA
"M245",1,1124,1,1,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M245",2,2384.62,2,1,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M245",3,0,0,1,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M245",4,226.23,1,1,"Mecanizado","Importante","C",0.953,"Correctivo",NA
"M246",1,3036.23,2,1,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M246",2,1258.76,1,1,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M246",3,2485.58,1,1,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M246",4,0,0,1,"Mecanizado","Critica","A",0.86,"Correctivo",NA
"M247",3,665.28,1,0.773,"Corte","Auxiliar","A",0.913,"Preventivo",90
"M247",4,0,0,1,"Corte","Auxiliar","A",0.913,"Preventivo",90
"M248",1,1507.83,1,1,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",2,3954.49,4,1,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",3,1111.7,1,1,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M248",4,4829.51,4,1,"Ensamblaje","Auxiliar","C",0.798,"Correctivo",NA
"M249",1,1146.65,1,1,"Ensamblaje","Auxiliar","A",0.802,"Correctivo",NA
"M249",2,0,0,1,"Ensamblaje","Auxiliar","A",0.802,"Correctivo",NA
"M249",3,0,0,1,"Ensamblaje","Auxiliar","A",0.802,"Correctivo",NA
"M249",4,912.59,1,1,"Ensamblaje","Auxiliar","A",0.802,"Correctivo",NA
"M250",1,511.19,1,1,"Ensamblaje","Auxiliar","C",0.824,"Correctivo",NA
"M250",2,0,0,1,"Ensamblaje","Auxiliar","C",0.824,"Correctivo",NA
"M250",3,1970.24,2,1,"Ensamblaje","Auxiliar","C",0.824,"Correctivo",NA
"M250",4,0,0,1,"Ensamblaje","Auxiliar","C",0.824,"Correctivo",NA
"M251",1,0,0,1,"Ensamblaje","Auxiliar","C",0.9,"Preventivo",90
"M251",2,0,0,1,"Ensamblaje","Auxiliar","C",0.9,"Preventivo",90
"M251",3,0,0,1,"Ensamblaje","Auxiliar","C",0.9,"Preventivo",90
"M251",4,781.77,1,1,"Ensamblaje","Auxiliar","C",0.9,"Preventivo",90
"M252",1,0,0,1,"Corte","Auxiliar","B",0.627,"Correctivo",NA
"M252",2,0,0,1,"Corte","Auxiliar","B",0.627,"Correctivo",NA
"M252",3,190.96,1,1,"Corte","Auxiliar","B",0.627,"Correctivo",NA
"M252",4,405.51,1,1,"Corte","Auxiliar","B",0.627,"Correctivo",NA
"M253",1,592.27,1,1,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",2,558.53,1,1,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",3,3641.06,3,1,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M253",4,3109.22,4,1,"Mecanizado","Auxiliar","C",0.663,"Preventivo",120
"M254",1,1094.68,2,1,"Acabado","Importante","A",0.569,"Correctivo",NA
"M254",2,1441.94,2,1,"Acabado","Importante","A",0.569,"Correctivo",NA
"M254",3,0,0,1,"Acabado","Importante","A",0.569,"Correctivo",NA
"M254",4,1655.09,1,1,"Acabado","Importante","A",0.569,"Correctivo",NA
"M255",1,0,0,0.622,"Lijado","Auxiliar","A",0.66,"Preventivo",60
"M255",2,0,0,1,"Lijado","Auxiliar","A",0.66,"Preventivo",60
"M255",3,0,0,1,"Lijado","Auxiliar","A",0.66,"Preventivo",60
"M255",4,0,0,1,"Lijado","Auxiliar","A",0.66,"Preventivo",60
"M256",1,0,0,1,"Lijado","Critica","C",0.417,"Preventivo",90
"M256",2,0,0,1,"Lijado","Critica","C",0.417,"Preventivo",90
"M256",3,0,0,1,"Lijado","Critica","C",0.417,"Preventivo",90
"M256",4,1397.79,1,1,"Lijado","Critica","C",0.417,"Preventivo",90
"M257",1,0,0,1,"Mecanizado","Critica","A",0.758,"Preventivo",90
"M257",2,1644.15,1,1,"Mecanizado","Critica","A",0.758,"Preventivo",90
"M257",3,0,0,1,"Mecanizado","Critica","A",0.758,"Preventivo",90
"M257",4,0,0,1,"Mecanizado","Critica","A",0.758,"Preventivo",90
"M258",1,661,1,1,"Acabado","Importante","A",0.749,"Preventivo",90
"M258",2,0,0,1,"Acabado","Importante","A",0.749,"Preventivo",90
"M258",3,0,0,1,"Acabado","Importante","A",0.749,"Preventivo",90
"M258",4,0,0,1,"Acabado","Importante","A",0.749,"Preventivo",90
"M259",1,823.32,1,1,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M259",2,0,0,1,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M259",3,1595.61,3,1,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M259",4,0,0,1,"Mecanizado","Importante","B",0.689,"Correctivo",NA
"M260",1,0,0,1,"Lijado","Importante","A",0.557,"Preventivo",60
"M260",2,866.55,1,1,"Lijado","Importante","A",0.557,"Preventivo",60
"M260",3,0,0,1,"Lijado","Importante","A",0.557,"Preventivo",60
"M260",4,477.4,1,1,"Lijado","Importante","A",0.557,"Preventivo",60
"M261",1,0,0,1,"Acabado","Importante","B",0.666,"Correctivo",NA
"M261",2,0,0,1,"Acabado","Importante","B",0.666,"Correctivo",NA
"M261",3,411.85,1,1,"Acabado","Importante","B",0.666,"Correctivo",NA
"M261",4,0,0,1,"Acabado","Importante","B",0.666,"Correctivo",NA
"M262",1,0,0,0.395,"Acabado","Importante","A",0.718,"Correctivo",NA
"M262",2,0,0,1,"Acabado","Importante","A",0.718,"Correctivo",NA
"M262",3,683.3,1,1,"Acabado","Importante","A",0.718,"Correctivo",NA
"M262",4,2953.98,2,1,"Acabado","Importante","A",0.718,"Correctivo",NA
"M263",1,0,0,1,"Lijado","Auxiliar","B",0.74,"Preventivo",90
"M263",2,0,0,1,"Lijado","Auxiliar","B",0.74,"Preventivo",90
"M263",3,0,0,1,"Lijado","Auxiliar","B",0.74,"Preventivo",90
"M263",4,420.88,1,1,"Lijado","Auxiliar","B",0.74,"Preventivo",90
"M264",1,377.73,1,1,"Ensamblaje","Importante","B",0.376,"Preventivo",60
"M264",2,0,0,1,"Ensamblaje","Importante","B",0.376,"Preventivo",60
"M264",3,0,0,1,"Ensamblaje","Importante","B",0.376,"Preventivo",60
"M264",4,0,0,1,"Ensamblaje","Importante","B",0.376,"Preventivo",60
"M265",1,0,0,1,"Mecanizado","Critica","A",0.799,"Preventivo",120
"M265",2,0,0,1,"Mecanizado","Critica","A",0.799,"Preventivo",120
"M265",3,1019.18,1,1,"Mecanizado","Critica","A",0.799,"Preventivo",120
"M265",4,814.46,1,1,"Mecanizado","Critica","A",0.799,"Preventivo",120
