"id_maquina","dia","fecha","n_orden","antiguedad_anios","tiempo_desde_anterior","tipo_averia","dias_desde_mant","turno","tiempo_parada","coste_euros","id_averia","proceso","criticidad","fabricante","carga","plan_mantenimiento","intervalo_mant"
"M108",1377.50214820076,2024-10-09,3,5.355,227.03,"Electrica",NA,"Tarde",0.33,342.17,"A00328","Lijado","Auxiliar","A",0.808,"Correctivo",NA
"M109",505.926438736264,2022-05-21,1,3.027,505.93,"Electronica",NA,"Mañana",0.3,506.1,"A00329","Corte","Auxiliar","C",0.414,"Correctivo",NA
"M110",490.193307742942,2022-05-06,1,7.647,490.19,"Mecanica",31,"Noche",5.56,778.87,"A00330","Mecanizado","Importante","C",0.884,"Preventivo",120
"M110",891.926530266413,2023-06-11,2,8.748,401.73,"Mecanica",72,"Tarde",2.81,1503.53,"A00331","Mecanizado","Importante","C",0.884,"Preventivo",120
"M111",551.719949748134,2022-07-06,1,8.224,551.72,"Hidraulica",NA,"Tarde",3.53,435.61,"A00332","Lijado","Importante","A",0.846,"Correctivo",NA
"M111",899.482325450517,2023-06-19,2,9.177,347.76,"Electrica",NA,"Noche",5.84,157.43,"A00333","Lijado","Importante","A",0.846,"Correctivo",NA
"M112",853.633209198248,2023-05-04,1,9.029,853.63,"Hidraulica",55,"Noche",2.32,1837.73,"A00334","Corte","Critica","C",0.564,"Preventivo",120
"M112",869.425927454373,2023-05-20,2,9.072,15.79,"Hidraulica",71,"Mañana",11.69,1006.34,"A00335","Corte","Critica","C",0.564,"Preventivo",120
"M112",1079.62518392014,2023-12-16,3,9.648,210.2,"Hidraulica",41,"Tarde",5.03,1642.09,"A00336","Corte","Critica","C",0.564,"Preventivo",120
"M113",982.954472334124,2023-09-10,1,4.822,982.95,"Hidraulica",NA,"Tarde",0.66,524.46,"A00337","Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M113",1055.8421401924,2023-11-22,2,5.021,72.89,"Electronica",NA,"Tarde",0.2,466.15,"A00338","Lijado","Auxiliar","A",0.937,"Correctivo",NA
"M114",617.575194823323,2022-09-10,1,8.13,617.58,"Electrica",NA,"Tarde",0.22,425.02,"A00339","Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M114",999.980087819509,2023-09-27,2,9.178,382.4,"Mecanica",NA,"Mañana",0.92,217.14,"A00340","Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M114",1032.55857411376,2023-10-30,3,9.267,32.58,"Mecanica",NA,"Noche",0.73,367.45,"A00341","Mecanizado","Auxiliar","C",0.88,"Correctivo",NA
"M115",207.78200066858,2021-07-27,1,1.994,207.78,"Hidraulica",7,"Tarde",2.65,1204.9,"A00342","Corte","Critica","B",0.657,"Preventivo",90
"M115",1329.22853062721,2024-08-22,2,5.066,1121.45,"Mecanica",49,"Mañana",21.5,901.78,"A00343","Corte","Critica","B",0.657,"Preventivo",90
"M116",166.710534581449,2021-06-16,1,0.75,166.71,"Electronica",NA,"Noche",0.29,581.49,"A00344","Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M116",1075.19834451983,2023-12-12,2,3.239,908.49,"Mecanica",NA,"Mañana",0.21,817.28,"A00345","Lijado","Auxiliar","A",0.442,"Correctivo",NA
"M117",370.453123919899,2022-01-06,1,4.286,370.45,"Hidraulica",NA,"Mañana",2.56,2507.46,"A00346","Acabado","Importante","C",0.65,"Correctivo",NA
"M117",376.062873088289,2022-01-12,2,4.302,5.61,"Electrica",NA,"Mañana",2.76,1615.72,"A00347","Acabado","Importante","C",0.65,"Correctivo",NA
"M117",466.409686503699,2022-04-12,3,4.549,90.35,"Electrica",NA,"Mañana",3.67,1442.4,"A00348","Acabado","Importante","C",0.65,"Correctivo",NA
"M117",573.001409549732,2022-07-28,4,4.841,106.59,"Hidraulica",NA,"Tarde",3.46,1536.5,"A00349","Acabado","Importante","C",0.65,"Correctivo",NA
"M117",767.831584962318,2023-02-07,5,5.375,194.83,"Hidraulica",NA,"Tarde",1.62,1113.46,"A00350","Acabado","Importante","C",0.65,"Correctivo",NA
"M118",793.120891952654,2023-03-05,1,2.296,793.12,"Electrica",58,"Noche",11.17,542.94,"A00351","Mecanizado","Critica","C",0.659,"Preventivo",60
"M119",80.3113712060731,2021-03-22,1,7.932,80.31,"Hidraulica",15,"Noche",1.72,3394.47,"A00352","Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",167.433523246087,2021-06-17,2,8.171,87.12,"Electrica",102,"Noche",1.03,3872.76,"A00353","Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",285.650503263343,2021-10-13,3,8.495,118.22,"Electrica",100,"Tarde",1.44,2232.67,"A00354","Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",701.734054066008,2022-12-03,4,9.635,416.08,"Hidraulica",36,"Noche",2.13,4593.65,"A00355","Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",736.196600758703,2023-01-07,5,9.729,34.46,"Electronica",71,"Mañana",6.26,3330.95,"A00356","Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",737.557653095573,2023-01-08,6,9.733,1.36,"Electrica",72,"Noche",2.3,1219.77,"A00357","Ensamblaje","Importante","C",0.685,"Preventivo",120
"M119",1350.88376638549,2024-09-12,7,11.413,613.33,"Hidraulica",85,"Mañana",1.7,3105.37,"A00358","Ensamblaje","Importante","C",0.685,"Preventivo",120
"M120",1424.54428655119,2024-11-25,1,11.16,1424.54,"Hidraulica",53,"Mañana",2.8,1271.5,"A00359","Mecanizado","Critica","A",0.549,"Preventivo",60
"M121",656.678466068814,2022-10-19,1,8.498,656.68,"Electronica",NA,"Mañana",0.52,2276.55,"A00360","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",782.146903801709,2023-02-22,2,8.841,125.47,"Mecanica",NA,"Tarde",1.15,1424.89,"A00361","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",900.634391792119,2023-06-20,3,9.166,118.49,"Hidraulica",NA,"Noche",0.26,1564.43,"A00362","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",1117.6777236932,2024-01-23,4,9.761,217.04,"Electronica",NA,"Mañana",0.43,3068.71,"A00363","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",1134.3041135564,2024-02-09,5,9.806,16.63,"Hidraulica",NA,"Noche",0.37,1168.72,"A00364","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M121",1423.41341051064,2024-11-24,6,10.598,289.11,"Hidraulica",NA,"Noche",0.33,1431.38,"A00365","Mecanizado","Auxiliar","B",0.743,"Correctivo",NA
"M122",1029.19243407319,2023-10-27,1,3.474,1029.19,"Electrica",NA,"Mañana",6.12,580.18,"A00366","Corte","Critica","B",0.656,"Correctivo",NA
"M122",1110.15511847311,2024-01-16,2,3.696,80.96,"Hidraulica",NA,"Tarde",2.21,528.98,"A00367","Corte","Critica","B",0.656,"Correctivo",NA
"M123",207.881033163751,2021-07-27,1,1.126,207.88,"Mecanica",NA,"Tarde",0.31,647.9,"A00368","Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M123",494.397202580236,2022-05-10,2,1.911,286.52,"Electrica",NA,"Noche",0.63,628.45,"A00369","Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M123",944.155992575455,2023-08-03,3,3.143,449.76,"Electrica",NA,"Noche",0.33,756.03,"A00370","Lijado","Auxiliar","C",0.866,"Correctivo",NA
"M124",638.31851535337,2022-10-01,1,5.001,638.32,"Electronica",NA,"Tarde",3.82,918.13,"A00371","Mecanizado","Importante","C",0.54,"Correctivo",NA
"M124",1005.37848891411,2023-10-03,2,6.007,367.06,"Hidraulica",NA,"Mañana",4.3,1048.87,"A00372","Mecanizado","Importante","C",0.54,"Correctivo",NA
"M124",1073.1504739821,2023-12-10,3,6.192,67.77,"Electronica",NA,"Noche",1.27,1172.7,"A00373","Mecanizado","Importante","C",0.54,"Correctivo",NA
"M125",1180.8147375423,2024-03-26,1,6.893,1180.81,"Hidraulica",115,"Tarde",17.23,1408.6,"A00374","Ensamblaje","Critica","A",0.562,"Preventivo",120
"M126",300.950958437053,2021-10-28,1,1.211,300.95,"Mecanica",NA,"Tarde",6.11,952.4,"A00375","Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",304.385739789112,2021-11-01,2,1.22,3.43,"Electrica",NA,"Noche",4.94,1937.55,"A00376","Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",343.55931190867,2021-12-10,3,1.328,39.17,"Electrica",NA,"Mañana",0.94,3339.69,"A00377","Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",868.756069474155,2023-05-19,4,2.766,525.2,"Electronica",NA,"Tarde",6.32,2036.91,"A00378","Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",882.450719488319,2023-06-02,5,2.804,13.69,"Electronica",NA,"Tarde",2.59,1684.77,"A00379","Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",1060.75055161049,2023-11-27,6,3.292,178.3,"Electrica",NA,"Mañana",1.16,1798.81,"A00380","Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",1182.41063533025,2024-03-28,7,3.626,121.66,"Mecanica",NA,"Mañana",0.29,1103.66,"A00381","Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M126",1456.47195932223,2024-12-27,8,4.377,274.06,"Electrica",NA,"Noche",3.16,1223.83,"A00382","Ensamblaje","Importante","A",0.707,"Correctivo",NA
"M127",127.317037662491,2021-05-08,1,6.39,127.32,"Electronica",52,"Mañana",0.47,763.58,"A00383","Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M127",468.691026771441,2022-04-14,2,7.325,341.37,"Hidraulica",33,"Noche",0.59,1262.25,"A00384","Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M127",902.459792651935,2023-06-22,3,8.514,433.77,"Electronica",107,"Tarde",0.45,1687.7,"A00385","Ensamblaje","Auxiliar","B",0.879,"Preventivo",120
"M128",626.739014364081,2022-09-19,1,0.903,329.74,"Mecanica",NA,"Noche",19.01,1344.79,"A00386","Ensamblaje","Critica","B",0.689,"Correctivo",NA
"M129",182.946831220295,2021-07-02,1,8.161,182.95,"Mecanica",NA,"Mañana",9.47,668.68,"A00387","Acabado","Critica","B",0.731,"Correctivo",NA
"M129",393.388681558426,2022-01-29,2,8.738,210.44,"Electronica",NA,"Noche",14.96,1386.49,"A00388","Acabado","Critica","B",0.731,"Correctivo",NA
"M129",636.185624358244,2022-09-29,3,9.403,242.8,"Electrica",NA,"Tarde",3.37,919.54,"A00389","Acabado","Critica","B",0.731,"Correctivo",NA
"M130",540.575154301943,2022-06-25,1,7.076,540.58,"Electronica",62,"Noche",22.05,2476.59,"A00390","Mecanizado","Critica","B",0.556,"Preventivo",90
"M130",611.610574950231,2022-09-04,2,7.27,71.04,"Electrica",43,"Mañana",6.77,3401.32,"A00391","Mecanizado","Critica","B",0.556,"Preventivo",90
"M130",827.847374150995,2023-04-08,3,7.863,216.24,"Mecanica",79,"Noche",10.35,1892.42,"A00392","Mecanizado","Critica","B",0.556,"Preventivo",90
"M131",920.286910202587,2023-07-10,1,4.067,920.29,"Electrica",NA,"Noche",1.18,2019.05,"A00393","Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M131",1046.68317425484,2023-11-13,2,4.413,126.4,"Mecanica",NA,"Tarde",1.45,1194.71,"A00394","Ensamblaje","Importante","C",0.65,"Correctivo",NA
"M132",510.41825127718,2022-05-26,1,0.834,304.42,"Electrica",NA,"Noche",0.11,662.78,"A00395","Corte","Auxiliar","A",0.485,"Correctivo",NA
"M132",832.258622656576,2023-04-13,2,1.716,321.84,"Mecanica",NA,"Tarde",0.07,574.22,"A00396","Corte","Auxiliar","A",0.485,"Correctivo",NA
"M132",942.488070089836,2023-08-01,3,2.018,110.23,"Hidraulica",NA,"Tarde",0.51,593.67,"A00397","Corte","Auxiliar","A",0.485,"Correctivo",NA
"M133",202.912204676541,2021-07-22,1,7.233,202.91,"Electronica",119,"Mañana",1.4,795.27,"A00398","Lijado","Importante","B",0.677,"Preventivo",120
"M133",1209.61886196071,2024-04-24,2,9.991,1006.71,"Mecanica",46,"Noche",4.95,376.03,"A00399","Lijado","Importante","B",0.677,"Preventivo",120
"M133",1457.68916787254,2024-12-28,3,10.67,248.07,"Electrica",54,"Mañana",3.07,684.21,"A00400","Lijado","Importante","B",0.677,"Preventivo",120
"M134",173.80308336881,2021-06-23,1,1.479,173.8,"Hidraulica",NA,"Tarde",2.11,894.19,"A00401","Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",621.380673754495,2022-09-14,2,2.705,447.58,"Mecanica",NA,"Mañana",3.66,781.06,"A00402","Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",875.234714241931,2023-05-26,3,3.401,253.85,"Mecanica",NA,"Noche",2.49,696.76,"A00403","Mecanizado","Importante","B",0.753,"Correctivo",NA
"M134",1127.93787799194,2024-02-02,4,4.093,252.7,"Electronica",NA,"Noche",2.09,1074.92,"A00404","Mecanizado","Importante","B",0.753,"Correctivo",NA
"M135",791.079847832676,2023-03-03,1,7.345,791.08,"Electrica",NA,"Tarde",0.35,1143.34,"A00405","Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M135",1412.3600293803,2024-11-13,2,9.048,621.28,"Electronica",NA,"Tarde",0.39,2369.87,"A00406","Ensamblaje","Auxiliar","A",0.889,"Correctivo",NA
"M136",849.475771117723,2023-04-30,1,2.938,849.48,"Electronica",NA,"Tarde",7.81,1628.17,"A00407","Corte","Critica","A",0.847,"Correctivo",NA
"M136",856.075538432691,2023-05-07,2,2.956,6.6,"Electrica",NA,"Mañana",6.51,860.96,"A00408","Corte","Critica","A",0.847,"Correctivo",NA
"M136",1216.88428534614,2024-05-01,3,3.945,360.81,"Electronica",NA,"Mañana",11.28,2074.57,"A00409","Corte","Critica","A",0.847,"Correctivo",NA
"M136",1230.36883714795,2024-05-15,4,3.982,13.48,"Electrica",NA,"Noche",11.3,2191.47,"A00410","Corte","Critica","A",0.847,"Correctivo",NA
"M137",412.067798236152,2022-02-17,1,1.011,369.07,"Electrica",NA,"Mañana",1.51,971.16,"A00411","Corte","Importante","C",0.751,"Correctivo",NA
"M137",1067.56274028774,2023-12-04,2,2.807,655.49,"Electronica",NA,"Tarde",1.62,1744.44,"A00412","Corte","Importante","C",0.751,"Correctivo",NA
"M137",1226.95237448206,2024-05-11,3,3.244,159.39,"Electronica",NA,"Mañana",3.4,1203.25,"A00413","Corte","Importante","C",0.751,"Correctivo",NA
"M138",658.924970580731,2022-10-21,1,0.203,73.92,"Hidraulica",NA,"Noche",0.6,1095.04,"A00414","Mecanizado","Auxiliar","A",0.781,"Correctivo",NA
"M138",709.339107375126,2022-12-11,2,0.341,50.41,"Electronica",NA,"Mañana",0.1,2051.86,"A00415","Mecanizado","Auxiliar","A",0.781,"Correctivo",NA
"M139",1069.12518412573,2023-12-06,1,5.195,1069.13,"Electronica",36,"Noche",26.54,3489.05,"A00416","Ensamblaje","Critica","A",0.539,"Preventivo",60
"M140",1229.36688484601,2024-05-14,1,2.409,879.37,"Mecanica",NA,"Noche",4.43,542.63,"A00417","Lijado","Importante","C",0.887,"Correctivo",NA
"M141",1016.57381285634,2023-10-14,1,4.96,1016.57,"Mecanica",10,"Noche",3.65,202.81,"A00418","Ensamblaje","Importante","A",0.702,"Preventivo",60
"M141",1384.29190784018,2024-10-16,2,5.968,367.72,"Mecanica",18,"Mañana",4.11,662.98,"A00419","Ensamblaje","Importante","A",0.702,"Preventivo",60
"M142",757.390025940491,2023-01-28,1,0.733,267.39,"Hidraulica",87,"Tarde",2.98,627.03,"A00420","Corte","Importante","A",0.772,"Preventivo",90
"M144",1174.88247801177,2024-03-20,1,1.471,536.88,"Mecanica",NA,"Mañana",3.4,1264.87,"A00421","Acabado","Importante","B",0.571,"Correctivo",NA
"M144",1249.0634884024,2024-06-03,2,1.674,74.18,"Electronica",NA,"Mañana",1.83,1637.23,"A00422","Acabado","Importante","B",0.571,"Correctivo",NA
"M145",148.643581865123,2021-05-29,1,6.235,148.64,"Hidraulica",NA,"Tarde",5.42,1157.96,"A00423","Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",213.060898719821,2021-08-02,2,6.411,64.42,"Mecanica",NA,"Tarde",5.83,2466.69,"A00424","Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",413.861764685018,2022-02-18,3,6.961,200.8,"Electrica",NA,"Noche",0.49,2480.63,"A00425","Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",594.401652867207,2022-08-18,4,7.456,180.54,"Hidraulica",NA,"Tarde",0.97,2571.34,"A00426","Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",663.81947070756,2022-10-26,5,7.646,69.42,"Electrica",NA,"Noche",2.44,1375.78,"A00427","Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",688.085389101412,2022-11-20,6,7.713,24.27,"Mecanica",NA,"Mañana",3.97,2536.59,"A00428","Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",1297.6554608352,2024-07-21,7,9.383,609.57,"Mecanica",NA,"Tarde",4.1,2506.02,"A00429","Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M145",1432.26945737074,2024-12-03,8,9.751,134.61,"Mecanica",NA,"Noche",4.17,1097.74,"A00430","Ensamblaje","Importante","B",0.676,"Correctivo",NA
"M146",1253.14302456146,2024-06-07,1,1.77,646.14,"Electrica",NA,"Noche",43.35,1180.74,"A00431","Lijado","Critica","A",0.667,"Correctivo",NA
"M147",556.403799034655,2022-07-11,1,3.119,556.4,"Hidraulica",NA,"Noche",8.7,1095.56,"A00432","Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M147",750.348235785728,2023-01-21,2,3.65,193.94,"Hidraulica",NA,"Noche",0.41,1066.81,"A00433","Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M147",789.273148294305,2023-03-01,3,3.757,38.92,"Electrica",NA,"Mañana",6.05,1111.53,"A00434","Ensamblaje","Importante","B",0.516,"Correctivo",NA
"M148",23.3063546293415,2021-01-24,1,6.708,23.31,"Electrica",18,"Mañana",3.16,501.62,"A00435","Corte","Critica","C",0.817,"Preventivo",90
"M148",78.8731483235024,2021-03-20,2,6.86,55.57,"Electronica",73,"Noche",4.17,2640.78,"A00436","Corte","Critica","C",0.817,"Preventivo",90
"M148",625.032372591086,2022-09-18,3,8.356,546.16,"Electrica",80,"Mañana",9.39,2133.88,"A00437","Corte","Critica","C",0.817,"Preventivo",90
"M149",537.075180963147,2022-06-22,1,5.521,537.08,"Mecanica",NA,"Noche",0.12,534.64,"A00438","Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M149",607.630107887322,2022-08-31,2,5.714,70.55,"Electrica",NA,"Mañana",0.46,756.26,"A00439","Lijado","Auxiliar","A",0.854,"Correctivo",NA
"M150",541.69029424875,2022-06-26,1,2.465,541.69,"Electronica",NA,"Tarde",0.75,1468.23,"A00440","Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",635.402683334192,2022-09-28,2,2.722,93.71,"Electronica",NA,"Mañana",7.57,1278.75,"A00441","Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",1276.81967099989,2024-06-30,3,4.479,641.42,"Electrica",NA,"Mañana",3.73,732.64,"A00442","Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M150",1278.32725164643,2024-07-02,4,4.483,1.51,"Hidraulica",NA,"Tarde",3.98,1048.91,"A00443","Ensamblaje","Importante","C",0.462,"Correctivo",NA
"M151",88.8899190183729,2021-03-30,1,5.476,88.89,"Electrica",NA,"Noche",1.02,1238.56,"A00444","Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",372.319416098995,2022-01-08,2,6.253,283.43,"Electronica",NA,"Mañana",0.48,786.68,"A00445","Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",521.381808984792,2022-06-06,3,6.661,149.06,"Electronica",NA,"Noche",0.23,1741.26,"A00446","Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",545.788902209373,2022-06-30,4,6.728,24.41,"Hidraulica",NA,"Mañana",0.67,460.61,"A00447","Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",847.713231653208,2023-04-28,5,7.555,301.92,"Electrica",NA,"Mañana",0.64,1131.47,"A00448","Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",1110.03817208181,2024-01-16,6,8.274,262.32,"Mecanica",NA,"Tarde",0.29,487.43,"A00449","Corte","Auxiliar","B",0.656,"Correctivo",NA
"M151",1165.76150592719,2024-03-11,7,8.427,55.72,"Hidraulica",NA,"Tarde",0.4,920.7,"A00450","Corte","Auxiliar","B",0.656,"Correctivo",NA
"M153",110.273943008156,2021-04-21,1,8.034,110.27,"Hidraulica",52,"Mañana",4.55,380.47,"A00451","Corte","Critica","C",0.724,"Preventivo",90
"M153",481.577959213173,2022-04-27,2,9.051,371.3,"Hidraulica",63,"Tarde",8.17,393.88,"A00452","Corte","Critica","C",0.724,"Preventivo",90
"M153",1416.35110230371,2024-11-17,3,11.612,934.77,"Mecanica",8,"Mañana",5.04,259.67,"A00453","Corte","Critica","C",0.724,"Preventivo",90
"M154",1033.66991078551,2023-10-31,1,4.599,1033.67,"Hidraulica",118,"Mañana",2.17,1045.06,"A00454","Acabado","Importante","B",0.611,"Preventivo",120
"M155",687.507950993022,2022-11-19,1,3.418,687.51,"Electrica",77,"Noche",0.7,502.33,"A00455","Lijado","Auxiliar","A",0.855,"Preventivo",90
"M157",381.011083553312,2022-01-17,1,8.148,381.01,"Mecanica",4,"Noche",0.19,1069.98,"A00456","Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",513.863740760135,2022-05-29,2,8.512,132.85,"Hidraulica",46,"Tarde",0.13,476.92,"A00457","Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",745.665086487774,2023-01-16,3,9.147,231.8,"Electrica",8,"Noche",0.59,514.61,"A00458","Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",800.489753829315,2023-03-12,4,9.297,54.82,"Electronica",63,"Mañana",0.7,1468.07,"A00459","Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M157",1372.04266392719,2024-10-04,5,10.863,571.55,"Electrica",5,"Noche",0.17,602.59,"A00460","Mecanizado","Auxiliar","B",0.574,"Preventivo",90
"M159",61.9127214229666,2021-03-03,1,0.646,61.91,"Electrica",55,"Tarde",0.58,452.33,"A00461","Ensamblaje","Auxiliar","C",0.408,"Preventivo",60
"M160",383.559593953658,2022-01-19,1,3.919,383.56,"Electrica",NA,"Mañana",0.64,372.92,"A00462","Corte","Auxiliar","C",0.839,"Correctivo",NA
"M160",899.604084705468,2023-06-19,2,5.333,516.04,"Electrica",NA,"Mañana",0.78,511.06,"A00463","Corte","Auxiliar","C",0.839,"Correctivo",NA
"M160",1386.17551361024,2024-10-18,3,6.666,486.57,"Hidraulica",NA,"Noche",0.54,456.7,"A00464","Corte","Auxiliar","C",0.839,"Correctivo",NA
"M161",1162.10508371959,2024-03-08,1,1.214,443.11,"Electrica",83,"Tarde",6.83,600.35,"A00465","Corte","Critica","A",0.816,"Preventivo",90
"M162",975.646600049688,2023-09-03,1,1.859,678.65,"Electronica",18,"Tarde",0.51,1096.19,"A00466","Acabado","Auxiliar","C",0.892,"Preventivo",60
"M163",50.6950169741176,2021-02-20,1,8.054,50.7,"Hidraulica",59,"Noche",4.58,1387.55,"A00467","Ensamblaje","Critica","B",0.561,"Preventivo",120
"M163",1008.43447072012,2023-10-06,2,10.678,957.74,"Electronica",57,"Noche",15.31,4205.54,"A00468","Ensamblaje","Critica","B",0.561,"Preventivo",120
"M164",399.978178432211,2022-02-04,1,5.603,399.98,"Mecanica",NA,"Noche",1.95,1641.22,"A00469","Corte","Importante","A",0.711,"Correctivo",NA
"M164",538.348850559443,2022-06-23,2,5.982,138.37,"Electrica",NA,"Noche",1.29,1867.29,"A00470","Corte","Importante","A",0.711,"Correctivo",NA
"M164",920.031467409804,2023-07-10,3,7.027,381.68,"Mecanica",NA,"Mañana",3.9,1471.38,"A00471","Corte","Importante","A",0.711,"Correctivo",NA
"M164",977.992087322054,2023-09-05,4,7.186,57.96,"Electrica",NA,"Tarde",3.47,1799.42,"A00472","Corte","Importante","A",0.711,"Correctivo",NA
"M164",1058.30718780169,2023-11-25,5,7.406,80.32,"Electrica",NA,"Tarde",1.5,1727.93,"A00473","Corte","Importante","A",0.711,"Correctivo",NA
"M164",1133.20629684557,2024-02-08,6,7.612,74.9,"Electronica",NA,"Tarde",0.54,3089.5,"A00474","Corte","Importante","A",0.711,"Correctivo",NA
"M164",1154.19078802643,2024-02-29,7,7.669,20.98,"Hidraulica",NA,"Tarde",1.08,1210.07,"A00475","Corte","Importante","A",0.711,"Correctivo",NA
"M164",1223.34325293172,2024-05-08,8,7.858,69.15,"Mecanica",NA,"Tarde",1.96,580.97,"A00476","Corte","Importante","A",0.711,"Correctivo",NA
"M164",1287.49166672956,2024-07-11,9,8.034,64.15,"Electrica",NA,"Tarde",0.83,1994.88,"A00477","Corte","Importante","A",0.711,"Correctivo",NA
"M165",183.516096914187,2021-07-03,1,8.486,183.52,"Electronica",NA,"Mañana",16.28,4887.39,"A00478","Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",763.946431701537,2023-02-03,2,10.077,580.43,"Mecanica",NA,"Mañana",5.57,4020.31,"A00479","Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",806.707035981352,2023-03-18,3,10.194,42.76,"Hidraulica",NA,"Noche",7.32,2118.61,"A00480","Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",1087.05171148456,2023-12-24,4,10.962,280.34,"Mecanica",NA,"Mañana",14.93,2385.4,"A00481","Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",1147.52775173238,2024-02-22,5,11.127,60.48,"Hidraulica",NA,"Noche",2.15,2671.87,"A00482","Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M165",1155.33171876613,2024-03-01,6,11.149,7.8,"Electrica",NA,"Noche",14.24,2138.11,"A00483","Ensamblaje","Critica","A",0.767,"Correctivo",NA
"M166",491.783322749427,2022-05-07,1,2.167,491.78,"Electrica",70,"Noche",22.99,919.83,"A00484","Mecanizado","Critica","A",0.652,"Preventivo",120
"M166",769.453167504398,2023-02-09,2,2.927,277.67,"Electrica",108,"Mañana",13.36,2103.73,"A00485","Mecanizado","Critica","A",0.652,"Preventivo",120
"M166",864.620627764147,2023-05-15,3,3.188,95.17,"Electrica",83,"Mañana",13.07,2720.09,"A00486","Mecanizado","Critica","A",0.652,"Preventivo",120
"M167",512.337138707284,2022-05-28,1,4.034,512.34,"Hidraulica",NA,"Tarde",0.27,1959.79,"A00487","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",539.979769395432,2022-06-24,2,4.11,27.64,"Electrica",NA,"Noche",0.81,2746.64,"A00488","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",799.178032036638,2023-03-11,3,4.82,259.2,"Hidraulica",NA,"Mañana",2,1899.86,"A00489","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",825.691125787795,2023-04-06,4,4.892,26.51,"Electronica",NA,"Tarde",0.56,1797.58,"A00490","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",844.645583169069,2023-04-25,5,4.944,18.95,"Mecanica",NA,"Tarde",4.77,871.04,"A00491","Ensamblaje","Importante","A",0.894,"Correctivo",NA
"M167",918.778390154708,2023-07-08,6,5.147,74.13,"Electrica",NA,"Noche",1.22,1558.75,"A00492","Ensamblaje","Importante","A",0.894,"Correctivo",NA
