"id_poliza","k","t_k","coste_k","anio"
2675,1,6.1979,385.6,7
2676,1,2.704,2427.33,3
2676,2,3.1138,4401.97,4
2676,3,3.5692,145.2,4
2681,1,1.7972,633.81,2
2693,1,0.2066,2857.79,1
2696,1,2.414,1874.48,3
2696,2,6.8634,1813.61,7
2697,1,0.9009,8850.52,1
2697,2,1.0142,2854.35,2
2699,1,0.8723,5455.08,1
2699,2,1.5514,3095.85,2
2699,3,2.3676,4776.05,3
2699,4,2.7596,2188.14,3
2699,5,2.8057,2301.53,3
2699,6,3.0297,2343.41,4
2699,7,4.8473,4421.6,5
2699,8,5.1345,4207.06,6
2699,9,5.3508,2146.12,6
2701,1,1.0282,1906.7,2
2702,1,3.663,2402.68,4
2702,2,4.7749,2200.47,5
2706,1,4.7136,7608.3,5
2707,1,3.503,983.92,4
2707,2,4.7425,583.44,5
2712,1,1.7332,3000.72,2
2713,1,1.5987,898.46,2
2722,1,2.0838,1681.78,3
2722,2,4.4227,1729.99,5
2722,3,4.6684,651.76,5
2725,1,1.2424,5680.2,2
2725,2,2.5849,1255.15,3
2725,3,4.1726,9150.17,5
2725,4,4.2021,1694.33,5
2727,1,0.2157,919.93,1
2729,1,0.3471,269.02,1
2729,2,5.5642,4637.54,6
2734,1,5.7764,373.99,6
2735,1,1.0322,1413.42,2
2740,1,1.2002,3778.6,2
2740,2,2.9076,2534.72,3
2751,1,4.3591,2325.74,5
2754,1,7.106,1879.21,8
2764,1,0.6126,4025.09,1
2765,1,0.2199,3018.47,1
2765,2,0.2914,474.88,1
2768,1,0.4536,3208.88,1
2769,1,0.3597,1360.89,1
2769,2,1.518,3429.91,2
2769,3,1.8625,1054.43,2
2770,1,0.3058,601.86,1
2773,1,0.3718,2588.84,1
2773,2,2.0557,2173.43,3
2775,1,2.0461,1684.97,3
2775,2,3.1863,103.18,4
2775,3,3.4018,1195.86,4
2776,1,4.3971,1243.54,5
2783,1,1.3564,1397.2,2
2786,1,0.149,11772.49,1
2786,2,1.2909,5566.7,2
2786,3,2.5426,1077.93,3
2786,4,2.5438,7593.71,3
2786,5,2.7097,1228.98,3
2787,1,0.4136,1900.33,1
2789,1,0.5696,2143.09,1
2789,2,4.5289,2566.93,5
2790,1,0.8699,789.2,1
2793,1,1.144,2785.68,2
2794,1,1.5175,2615.32,2
2799,1,1.6767,1546.54,2
2799,2,2.2718,540.81,3
2799,3,5.4035,3108.24,6
2799,4,5.413,95.82,6
2799,5,6.2874,2726.87,7
2799,6,6.5692,5008.66,7
2799,7,6.6819,674.35,7
2799,8,8.0365,495.92,9
2799,9,8.787,2378.34,9
2799,10,9.1248,6644.23,10
2800,1,1.7591,487.95,2
2801,1,3.4675,1057.1,4
2802,1,3.6536,2554.75,4
2803,1,2.0109,538.23,3
2804,1,1.8176,1164.54,2
2804,2,3.9452,2535.44,4
2804,3,4.2813,1608.35,5
2805,1,0.7493,4065.15,1
2805,2,1.311,1098.2,2
2808,1,4.0368,376.83,5
2809,1,1.7419,864.17,2
2816,1,1.2215,809.74,2
2816,2,5.0934,1543.23,6
2816,3,5.6189,830.39,6
2816,4,6.7396,1618.12,7
2817,1,3.7471,1400.68,4
2819,1,0.4998,714.1,1
2820,1,5.5925,4307.13,6
2822,1,3.3493,4302.17,4
2823,1,0.1273,4956.1,1
2829,1,2.6484,393.92,3
2829,2,3.996,737.43,4
2830,1,1.3658,1754.42,2
2830,2,2.3614,2982.38,3
2840,1,0.4141,3591.55,1
2841,1,0.5393,1246.95,1
2842,1,2.3831,3518.63,3
2842,2,2.9137,2051.34,3
2842,3,3.8592,1703.91,4
2842,4,3.973,767.59,4
2842,5,5.7827,2445.88,6
2842,6,7.0449,3911.67,8
2845,1,1.0462,3122.17,2
2845,2,1.2379,537.64,2
2846,1,1.2739,3464.57,2
2850,1,1.0229,853.5,2
2856,1,2.3313,2050.82,3
2860,1,2.2586,3091.88,3
2860,2,2.669,4559.39,3
2863,1,6.5599,1063.79,7
2864,1,0.2038,2962.33,1
2868,1,1.0048,2003.39,2
2868,2,4.5146,1218.02,5
2872,1,1.254,4419.91,2
2872,2,4.5455,2357.5,5
2873,1,1.7746,3015.48,2
2876,1,6.6695,4688.07,7
2877,1,0.6236,2707.22,1
2878,1,1.2436,2164.02,2
2878,2,3.6132,3909.9,4
2879,1,0.8942,444.66,1
2881,1,0.1059,1742.32,1
2882,1,3.5551,3663.6,4
2883,1,0.032,2397.64,1
2883,2,0.7823,8981.55,1
2883,3,1.1152,6686.53,2
2883,4,1.2781,1818.75,2
2883,5,1.6672,9612.89,2
2884,1,1.5963,3819.39,2
2884,2,6.3905,1637.87,7
2889,1,1.5459,338.34,2
2889,2,2.0686,2216.91,3
2892,1,1.598,3237.89,2
2892,2,2.2437,195.89,3
2892,3,5.1803,625.87,6
2894,1,3.6032,2216.6,4
2894,2,5.4116,2270.18,6
2899,1,4.5564,8821.61,5
2906,1,1.4542,13217.39,2
2907,1,1.2083,1125.64,2
2908,1,1.1151,5849.53,2
2908,2,1.3584,2018.74,2
2911,1,0.4945,1576.09,1
2915,1,2.4755,1758.83,3
2915,2,5.0833,5733.17,6
2918,1,0.1477,2218.08,1
2919,1,0.3705,933.44,1
2921,1,1.7512,1641.96,2
2921,2,6.0292,1821.21,7
2929,1,2.5431,4019.99,3
2929,2,3.2796,4593.63,4
2930,1,1.033,3623.29,2
2930,2,4.4486,913.73,5
2930,3,5.2874,1378.58,6
2930,4,5.3419,1537.51,6
2931,1,5.4176,3996.42,6
2937,1,1.9876,1844.66,2
2938,1,0.9414,567.34,1
2938,2,2.701,3886.78,3
2940,1,0.0812,3318.57,1
2940,2,0.9714,4654.39,1
2941,1,1.172,2947.38,2
2941,2,1.8268,527.06,2
2941,3,2.3483,695.82,3
2941,4,7.6443,3624.01,8
2953,1,1.1142,2881.71,2
2956,1,3.3614,4260.44,4
2956,2,3.45,1387.57,4
2956,3,3.477,7532.03,4
2956,4,3.6036,1578.86,4
2956,5,4.7727,795.55,5
2956,6,4.8025,1200.79,5
2959,1,1.8894,1121.56,2
2959,2,1.8958,4735.09,2
2959,3,2.8486,3533.66,3
2959,4,3.551,1275.68,4
2959,5,3.9806,367.47,4
2959,6,4.1929,2767.44,5
2959,7,5.6205,2258.3,6
2959,8,7.96,1063.55,8
2960,1,0.3599,290.96,1
2960,2,3.9743,744.43,4
2962,1,1.6187,3497.63,2
2962,2,4.6786,2158.82,5
2964,1,0.4701,392.74,1
2964,2,0.8191,1666.74,1
2964,3,0.9103,1210.47,1
2966,1,1.4922,1355.68,2
2970,1,2.9946,1005.42,3
2970,2,5.2656,6796.9,6
2971,1,4.9545,2335.77,5
2975,1,0.8602,424.69,1
2978,1,7.8449,2236.52,8
2982,1,2.0255,1968.75,3
2982,2,2.5125,6058.41,3
2982,3,3.0134,1877.05,4
2982,4,4.1942,1136.06,5
2983,1,4.7104,5327.89,5
2983,2,7.5521,5419.85,8
2985,1,1.8593,1118.65,2
2985,2,3.9131,6920.22,4
2986,1,5.5727,1809.32,6
2987,1,3.3831,714.06,4
