"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1619,5,4,5,1,0,57,13,1
1619,6,5,6,1,0,58,14,1
1619,7,6,7,1,0,59,15,1
1619,8,7,8,1,0,60,16,1
1619,9,8,9,1,0,61,17,1
1619,10,9,9.929,0.929,0,62,18,1
1620,1,0,1,1,0,21,5,1
1620,2,1,2,1,0,22,6,1
1620,3,2,2.218,0.218,0,23,7,1
1621,1,0,0.346,0.346,0,60,7,1
1622,1,0,1,1,0,40,3,1
1622,2,1,1.829,0.829,1,41,4,1
1623,1,0,1,1,0,26,5,1
1623,2,1,1.596,0.596,0,27,6,1
1624,1,0,1,1,0,34,5,1
1624,2,1,2,1,0,35,6,1
1624,3,2,3,1,0,36,7,1
1624,4,3,4,1,0,37,8,1
1624,5,4,5,1,0,38,9,1
1624,6,5,6,1,0,39,10,1
1624,7,6,7,1,0,40,11,1
1624,8,7,7.471,0.471,0,41,12,1
1625,1,0,1,1,0,45,13,1
1625,2,1,2,1,0,46,14,1
1625,3,2,3,1,0,47,15,1
1625,4,3,4,1,0,48,16,1
1625,5,4,5,1,0,49,17,1
1625,6,5,6,1,0,50,18,1
1625,7,6,7,1,0,51,19,1
1625,8,7,8,1,0,52,20,1
1625,9,8,9,1,0,53,21,1
1625,10,9,9.946,0.946,0,54,22,1
1626,1,0,1,1,0,63,12,1
1626,2,1,2,1,0,64,13,1
1626,3,2,3,1,0,65,14,1
1626,4,3,4,1,1,66,15,1
1626,5,4,5,1,0,67,16,1
1626,6,5,5.144,0.144,0,68,17,1
1627,1,0,1,1,0,37,13,1
1627,2,1,2,1,0,38,14,1
1627,3,2,3,1,0,39,15,1
1627,4,3,3.093,0.093,0,40,16,1
1628,1,0,1,1,0,46,18,1
1628,2,1,2,1,0,47,19,1
1628,3,2,2.354,0.354,0,48,20,1
1629,1,0,1,1,0,58,11,1
1629,2,1,2,1,0,59,12,1
1629,3,2,3,1,0,60,13,1
1629,4,3,4,1,0,61,14,1
1629,5,4,5,1,0,62,15,1
1629,6,5,5.264,0.264,0,63,16,1
1630,1,0,1,1,0,36,0,1
1630,2,1,1.643,0.643,0,37,1,1
1631,1,0,1,1,0,35,7,1
1631,2,1,2,1,0,36,8,1
1631,3,2,3,1,0,37,9,1
1631,4,3,3.814,0.814,0,38,10,1
1632,1,0,1,1,0,56,8,1
1632,2,1,2,1,0,57,9,1
1632,3,2,3,1,0,58,10,1
1632,4,3,3.521,0.521,0,59,11,1
1633,1,0,1,1,0,36,15,1
1633,2,1,2,1,0,37,16,1
1633,3,2,2.902,0.902,0,38,17,1
1634,1,0,1,1,0,38,10,1
1634,2,1,2,1,0,39,11,1
1634,3,2,3,1,0,40,12,1
1634,4,3,4,1,0,41,13,1
1634,5,4,5,1,0,42,14,1
1634,6,5,6,1,0,43,15,1
1634,7,6,7,1,0,44,16,1
1634,8,7,8,1,0,45,17,1
1634,9,8,9,1,0,46,18,1
1634,10,9,9.012,0.012,0,47,19,1
1635,1,0,1,1,0,62,7,1
1635,2,1,2,1,0,63,8,1
1635,3,2,3,1,0,64,9,1
1635,4,3,4,1,1,65,10,1
1635,5,4,4.043,0.043,0,66,11,1
1636,1,0,1,1,0,68,11,1
1636,2,1,2,1,0,69,12,1
1636,3,2,3,1,0,70,13,1
1636,4,3,3.66,0.66,0,71,14,1
1637,1,0,1,1,0,39,13,1
1637,2,1,2,1,0,40,14,1
1637,3,2,3,1,0,41,15,1
1637,4,3,4,1,0,42,16,1
1637,5,4,4.954,0.954,0,43,17,1
1638,1,0,1,1,0,30,4,1
1638,2,1,2,1,1,31,5,1
1638,3,2,3,1,0,32,6,1
1638,4,3,3.565,0.565,0,33,7,1
1639,1,0,1,1,0,35,10,1
1639,2,1,1.801,0.801,0,36,11,1
1640,1,0,1,1,0,18,15,1
1640,2,1,2,1,0,19,16,1
1640,3,2,3,1,0,20,17,1
1640,4,3,3.059,0.059,0,21,18,1
1641,1,0,1,1,0,39,13,1
1641,2,1,2,1,0,40,14,1
1641,3,2,2.259,0.259,0,41,15,1
1642,1,0,1,1,0,26,4,1
1642,2,1,2,1,0,27,5,1
1642,3,2,3,1,0,28,6,1
1642,4,3,4,1,0,29,7,1
1642,5,4,4.643,0.643,0,30,8,1
1643,1,0,1,1,0,51,9,1
1643,2,1,1.778,0.778,0,52,10,1
1644,1,0,1,1,0,52,8,1
1644,2,1,2,1,0,53,9,1
1644,3,2,3,1,0,54,10,1
1644,4,3,4,1,0,55,11,1
1644,5,4,5,1,0,56,12,1
1644,6,5,5.687,0.687,0,57,13,1
1645,1,0,1,1,0,21,8,1
1645,2,1,2,1,0,22,9,1
1645,3,2,2.232,0.232,1,23,10,1
1646,1,0,1,1,0,18,1,1
1646,2,1,1.762,0.762,0,19,2,1
1647,1,0,1,1,0,29,3,1
1647,2,1,2,1,1,30,4,1
1647,3,2,3,1,0,31,5,1
1647,4,3,3.376,0.376,0,32,6,1
1648,1,0,1,1,0,57,7,1
1648,2,1,2,1,0,58,8,1
1648,3,2,3,1,0,59,9,1
1648,4,3,4,1,0,60,10,1
1648,5,4,5,1,0,61,11,1
1648,6,5,6,1,0,62,12,1
1648,7,6,7,1,0,63,13,1
1648,8,7,8,1,0,64,14,1
1648,9,8,8.993,0.993,0,65,15,1
1649,1,0,1,1,0,52,0,1
1649,2,1,1.649,0.649,0,53,1,1
1650,1,0,1,1,0,20,0,1
1650,2,1,1.242,0.242,0,21,1,1
1651,1,0,1,1,0,67,4,1
1651,2,1,2,1,0,68,5,1
1651,3,2,3,1,0,69,6,1
1651,4,3,4,1,0,70,7,1
1651,5,4,5,1,0,71,8,1
1651,6,5,6,1,0,72,9,1
1651,7,6,6.406,0.406,1,73,10,1
1652,1,0,1,1,0,57,0,1
1652,2,1,2,1,0,58,1,1
1652,3,2,3,1,0,59,2,1
1652,4,3,4,1,0,60,3,1
1652,5,4,5,1,0,61,4,1
1652,6,5,6,1,0,62,5,1
1652,7,6,7,1,0,63,6,1
1652,8,7,8,1,0,64,7,1
1652,9,8,8.863,0.863,0,65,8,1
1653,1,0,1,1,0,38,10,1
1653,2,1,2,1,1,39,11,1
1653,3,2,3,1,0,40,12,1
1653,4,3,4,1,0,41,13,1
1653,5,4,5,1,0,42,14,1
1653,6,5,6,1,0,43,15,1
1653,7,6,7,1,0,44,16,1
1653,8,7,8,1,0,45,17,1
1653,9,8,9,1,0,46,18,1
1653,10,9,9.399,0.399,0,47,19,1
1654,1,0,1,1,0,46,2,1
1654,2,1,2,1,0,47,3,1
1654,3,2,2.016,0.016,0,48,4,1
1655,1,0,1,1,1,53,2,1
1655,2,1,2,1,1,54,3,1
1655,3,2,3,1,1,55,4,1
1655,4,3,4,1,0,56,5,1
1655,5,4,5,1,2,57,6,1
1655,6,5,6,1,0,58,7,1
1655,7,6,7,1,1,59,8,1
1655,8,7,8,1,0,60,9,1
1655,9,8,8.844,0.844,1,61,10,1
1656,1,0,1,1,0,49,8,1
1656,2,1,2,1,0,50,9,1
1656,3,2,3,1,0,51,10,1
1656,4,3,4,1,0,52,11,1
1656,5,4,5,1,0,53,12,1
1656,6,5,6,1,0,54,13,1
1656,7,6,6.757,0.757,0,55,14,1
1657,1,0,1,1,0,67,10,1
1657,2,1,2,1,1,68,11,1
1657,3,2,3,1,0,69,12,1
1657,4,3,4,1,0,70,13,1
1657,5,4,5,1,0,71,14,1
1657,6,5,6,1,0,72,15,1
1657,7,6,6.198,0.198,0,73,16,1
1658,1,0,1,1,0,47,7,1
1658,2,1,2,1,0,48,8,1
1658,3,2,2.86,0.86,0,49,9,1
1659,1,0,1,1,0,23,0,1
1659,2,1,2,1,0,24,1,1
1659,3,2,3,1,0,25,2,1
1659,4,3,4,1,0,26,3,1
1659,5,4,4.621,0.621,0,27,4,1
1660,1,0,1,1,0,49,3,1
1660,2,1,2,1,0,50,4,1
1660,3,2,3,1,0,51,5,1
1660,4,3,4,1,0,52,6,1
1660,5,4,5,1,0,53,7,1
1660,6,5,6,1,0,54,8,1
1660,7,6,6.528,0.528,0,55,9,1
1661,1,0,1,1,2,18,6,1
1661,2,1,2,1,0,19,7,1
1661,3,2,3,1,1,20,8,1
1661,4,3,4,1,1,21,9,1
1661,5,4,4.024,0.024,0,22,10,1
1662,1,0,1,1,0,62,0,1
1662,2,1,1.209,0.209,0,63,1,1
1663,1,0,1,1,0,27,12,1
1663,2,1,2,1,0,28,13,1
1663,3,2,3,1,0,29,14,1
1663,4,3,4,1,0,30,15,1
1663,5,4,5,1,0,31,16,1
1663,6,5,5.799,0.799,0,32,17,1
1664,1,0,1,1,0,46,10,1
1664,2,1,2,1,0,47,11,1
1664,3,2,3,1,0,48,12,1
1664,4,3,4,1,0,49,13,1
1664,5,4,5,1,0,50,14,1
1664,6,5,5.337,0.337,0,51,15,1
1665,1,0,1,1,0,52,13,1
1665,2,1,2,1,0,53,14,1
1665,3,2,3,1,0,54,15,1
1665,4,3,4,1,1,55,16,1
1665,5,4,4.244,0.244,0,56,17,1
1666,1,0,1,1,2,44,2,1
1666,2,1,1.856,0.856,0,45,3,1
1667,1,0,1,1,0,30,2,1
1667,2,1,2,1,0,31,3,1
1667,3,2,3,1,1,32,4,1
1667,4,3,3.536,0.536,0,33,5,1
1668,1,0,1,1,0,43,6,1
1668,2,1,2,1,0,44,7,1
1668,3,2,3,1,0,45,8,1
1668,4,3,4,1,0,46,9,1
1668,5,4,5,1,0,47,10,1
1668,6,5,6,1,0,48,11,1
1668,7,6,7,1,0,49,12,1
1668,8,7,7.125,0.125,0,50,13,1
1669,1,0,1,1,0,39,11,1
1669,2,1,2,1,0,40,12,1
1669,3,2,3,1,0,41,13,1
1669,4,3,4,1,0,42,14,1
1669,5,4,5,1,0,43,15,1
1669,6,5,6,1,0,44,16,1
1669,7,6,7,1,0,45,17,1
1669,8,7,7.845,0.845,0,46,18,1
1670,1,0,1,1,0,21,7,1
1670,2,1,2,1,0,22,8,1
1670,3,2,3,1,0,23,9,1
1670,4,3,4,1,0,24,10,1
1670,5,4,5,1,0,25,11,1
1670,6,5,6,1,0,26,12,1
1670,7,6,7,1,0,27,13,1
1670,8,7,7.041,0.041,0,28,14,1
1671,1,0,1,1,0,64,11,1
1671,2,1,2,1,0,65,12,1
1671,3,2,3,1,0,66,13,1
1671,4,3,4,1,0,67,14,1
1671,5,4,5,1,0,68,15,1
1671,6,5,6,1,0,69,16,1
1671,7,6,7,1,1,70,17,1
1671,8,7,8,1,0,71,18,1
1671,9,8,9,1,0,72,19,1
1671,10,9,9.827,0.827,0,73,20,1
1672,1,0,1,1,0,48,14,1
1672,2,1,2,1,1,49,15,1
1672,3,2,3,1,0,50,16,1
1672,4,3,4,1,0,51,17,1
1672,5,4,4.707,0.707,0,52,18,1
1673,1,0,1,1,0,60,9,1
1673,2,1,2,1,1,61,10,1
1673,3,2,3,1,0,62,11,1
1673,4,3,4,1,1,63,12,1
1673,5,4,5,1,1,64,13,1
1673,6,5,6,1,1,65,14,1
1673,7,6,7,1,0,66,15,1
1673,8,7,7.307,0.307,0,67,16,1
1674,1,0,1,1,0,44,5,1
1674,2,1,1.786,0.786,0,45,6,1
1675,1,0,1,1,0,39,23,1
1675,2,1,2,1,0,40,24,1
1675,3,2,2.223,0.223,0,41,25,1
1676,1,0,1,1,0,46,8,1
1676,2,1,2,1,0,47,9,1
1676,3,2,3,1,0,48,10,1
1676,4,3,4,1,0,49,11,1
1676,5,4,5,1,0,50,12,1
1676,6,5,5.231,0.231,0,51,13,1
1677,1,0,1,1,0,35,6,1
1677,2,1,1.577,0.577,0,36,7,1
1678,1,0,1,1,0,35,15,1
1678,2,1,2,1,0,36,16,1
1678,3,2,2.543,0.543,0,37,17,1
1679,1,0,1,1,0,34,6,1
1679,2,1,2,1,1,35,7,1
1679,3,2,3,1,0,36,8,1
1679,4,3,4,1,0,37,9,1
1679,5,4,4.233,0.233,0,38,10,1
1680,1,0,1,1,1,56,12,1
1680,2,1,2,1,1,57,13,1
1680,3,2,3,1,0,58,14,1
1680,4,3,4,1,0,59,15,1
1680,5,4,4.501,0.501,0,60,16,1
1681,1,0,1,1,0,33,6,1
1681,2,1,2,1,0,34,7,1
1681,3,2,2.031,0.031,0,35,8,1
1682,1,0,1,1,0,18,15,1
1682,2,1,2,1,0,19,16,1
1682,3,2,3,1,0,20,17,1
1682,4,3,3.457,0.457,0,21,18,1
1683,1,0,1,1,0,27,11,1
1683,2,1,1.815,0.815,0,28,12,1
1684,1,0,1,1,0,47,7,1
1684,2,1,1.248,0.248,0,48,8,1
1685,1,0,1,1,0,68,10,1
1685,2,1,2,1,0,69,11,1
1685,3,2,3,1,0,70,12,1
1685,4,3,4,1,0,71,13,1
1685,5,4,5,1,0,72,14,1
1685,6,5,6,1,0,73,15,1
1685,7,6,6.989,0.989,0,74,16,1
1686,1,0,1,1,0,18,8,1
1686,2,1,2,1,1,19,9,1
1686,3,2,3,1,1,20,10,1
1686,4,3,3.668,0.668,1,21,11,1
1687,1,0,1,1,2,75,5,1
1687,2,1,2,1,0,76,6,1
1687,3,2,3,1,1,77,7,1
1687,4,3,4,1,2,78,8,1
1687,5,4,4.601,0.601,0,79,9,1
1688,1,0,1,1,0,36,7,1
1688,2,1,2,1,0,37,8,1
1688,3,2,3,1,0,38,9,1
1688,4,3,4,1,0,39,10,1
1688,5,4,4.893,0.893,0,40,11,1
1689,1,0,1,1,0,63,8,1
1689,2,1,1.746,0.746,0,64,9,1
1690,1,0,1,1,0,38,10,1
1690,2,1,2,1,0,39,11,1
1690,3,2,3,1,0,40,12,1
1690,4,3,4,1,0,41,13,1
1690,5,4,5,1,0,42,14,1
1690,6,5,5.051,0.051,0,43,15,1
1691,1,0,1,1,0,59,0,1
1691,2,1,1.912,0.912,0,60,1,1
1692,1,0,1,1,0,41,7,1
1692,2,1,1.048,0.048,0,42,8,1
1693,1,0,1,1,0,35,11,1
1693,2,1,2,1,0,36,12,1
1693,3,2,2.668,0.668,1,37,13,1
1694,1,0,1,1,0,43,7,1
1694,2,1,1.552,0.552,0,44,8,1
1695,1,0,1,1,0,76,18,1
1695,2,1,2,1,0,77,19,1
1695,3,2,3,1,0,78,20,1
1695,4,3,4,1,0,79,21,1
1695,5,4,5,1,1,80,22,1
1695,6,5,6,1,0,81,23,1
1695,7,6,7,1,0,82,24,1
1695,8,7,7.023,0.023,0,83,25,1
1696,1,0,1,1,0,36,13,1
1696,2,1,2,1,0,37,14,1
1696,3,2,3,1,0,38,15,1
1696,4,3,4,1,0,39,16,1
1696,5,4,5,1,0,40,17,1
1696,6,5,5.794,0.794,0,41,18,1
1697,1,0,1,1,0,53,0,1
1697,2,1,1.501,0.501,0,54,1,1
1698,1,0,1,1,0,45,11,1
1698,2,1,2,1,0,46,12,1
1698,3,2,3,1,0,47,13,1
1698,4,3,3.609,0.609,0,48,14,1
1699,1,0,1,1,0,46,4,1
1699,2,1,1.891,0.891,1,47,5,1
1700,1,0,1,1,0,68,7,1
1700,2,1,2,1,0,69,8,1
1700,3,2,3,1,0,70,9,1
1700,4,3,4,1,0,71,10,1
1700,5,4,5,1,0,72,11,1
1700,6,5,6,1,0,73,12,1
1700,7,6,6.973,0.973,0,74,13,1
1701,1,0,1,1,0,29,15,1
1701,2,1,1.828,0.828,0,30,16,1
1702,1,0,1,1,3,21,7,1
1702,2,1,2,1,1,22,8,1
1702,3,2,3,1,0,23,9,1
1702,4,3,3.962,0.962,0,24,10,1
1703,1,0,1,1,0,47,5,1
1703,2,1,2,1,1,48,6,1
1703,3,2,3,1,1,49,7,1
1703,4,3,4,1,0,50,8,1
1703,5,4,4.001,0.001,0,51,9,1
1704,1,0,1,1,0,74,4,1
1704,2,1,2,1,0,75,5,1
1704,3,2,2.419,0.419,0,76,6,1
1705,1,0,1,1,0,38,6,1
1705,2,1,1.522,0.522,0,39,7,1
1706,1,0,1,1,0,51,5,1
1706,2,1,1.857,0.857,0,52,6,1
1707,1,0,1,1,0,41,3,1
1707,2,1,2,1,0,42,4,1
1707,3,2,3,1,0,43,5,1
1707,4,3,4,1,0,44,6,1
1707,5,4,5,1,0,45,7,1
1707,6,5,6,1,0,46,8,1
1707,7,6,7,1,0,47,9,1
1707,8,7,7.775,0.775,0,48,10,1
1708,1,0,1,1,0,56,2,1
1708,2,1,2,1,0,57,3,1
1708,3,2,2.347,0.347,0,58,4,1
1709,1,0,1,1,0,59,3,1
1709,2,1,2,1,0,60,4,1
1709,3,2,3,1,0,61,5,1
1709,4,3,4,1,0,62,6,1
1709,5,4,5,1,0,63,7,1
1709,6,5,5.096,0.096,0,64,8,1
1710,1,0,1,1,0,55,12,1
1710,2,1,2,1,0,56,13,1
1710,3,2,3,1,0,57,14,1
1710,4,3,4,1,0,58,15,1
1710,5,4,5,1,0,59,16,1
1710,6,5,6,1,0,60,17,1
1710,7,6,6.555,0.555,0,61,18,1
1711,1,0,1,1,0,47,5,1
1711,2,1,2,1,0,48,6,1
1711,3,2,3,1,0,49,7,1
1711,4,3,4,1,0,50,8,1
1711,5,4,5,1,0,51,9,1
1711,6,5,5.946,0.946,0,52,10,1
1712,1,0,1,1,0,49,8,1
1712,2,1,2,1,0,50,9,1
1712,3,2,3,1,0,51,10,1
1712,4,3,4,1,0,52,11,1
1712,5,4,5,1,0,53,12,1
1712,6,5,6,1,0,54,13,1
1712,7,6,7,1,0,55,14,1
1712,8,7,7.706,0.706,0,56,15,1
1713,1,0,1,1,0,68,3,1
1713,2,1,2,1,0,69,4,1
1713,3,2,3,1,0,70,5,1
1713,4,3,4,1,0,71,6,1
1713,5,4,5,1,0,72,7,1
1713,6,5,6,1,0,73,8,1
1713,7,6,7,1,0,74,9,1
1713,8,7,7.591,0.591,0,75,10,1
1714,1,0,1,1,0,34,6,1
1714,2,1,2,1,0,35,7,1
1714,3,2,3,1,0,36,8,1
1714,4,3,4,1,0,37,9,1
1714,5,4,5,1,0,38,10,1
1714,6,5,6,1,0,39,11,1
1714,7,6,7,1,1,40,12,1
1714,8,7,8,1,1,41,13,1
1714,9,8,8.476,0.476,0,42,14,1
1715,1,0,1,1,1,43,7,1
1715,2,1,2,1,0,44,8,1
1715,3,2,2.706,0.706,0,45,9,1
1716,1,0,0.409,0.409,0,38,10,1
1717,1,0,1,1,0,45,0,1
1717,2,1,2,1,0,46,1,1
1717,3,2,3,1,0,47,2,1
1717,4,3,3.09,0.09,0,48,3,1
1718,1,0,1,1,0,29,4,1
1718,2,1,2,1,0,30,5,1
1718,3,2,2.06,0.06,0,31,6,1
1719,1,0,0.985,0.985,0,49,8,1
1720,1,0,0.572,0.572,0,42,8,1
1721,1,0,1,1,0,46,7,1
1721,2,1,2,1,1,47,8,1
1721,3,2,3,1,0,48,9,1
1721,4,3,4,1,0,49,10,1
1721,5,4,5,1,1,50,11,1
1721,6,5,6,1,1,51,12,1
1721,7,6,6.515,0.515,0,52,13,1
1722,1,0,1,1,0,67,9,1
1722,2,1,1.616,0.616,0,68,10,1
1723,1,0,1,1,0,34,10,1
1723,2,1,2,1,0,35,11,1
1723,3,2,3,1,0,36,12,1
1723,4,3,4,1,1,37,13,1
1723,5,4,5,1,0,38,14,1
1723,6,5,6,1,0,39,15,1
1723,7,6,7,1,0,40,16,1
1723,8,7,8,1,0,41,17,1
1723,9,8,9,1,0,42,18,1
1723,10,9,9.697,0.697,0,43,19,1
1724,1,0,1,1,0,57,7,1
1724,2,1,2,1,0,58,8,1
1724,3,2,3,1,0,59,9,1
1724,4,3,4,1,0,60,10,1
1724,5,4,5,1,0,61,11,1
1724,6,5,5.694,0.694,0,62,12,1
1725,1,0,1,1,0,75,2,1
1725,2,1,2,1,0,76,3,1
1725,3,2,3,1,0,77,4,1
1725,4,3,4,1,0,78,5,1
1725,5,4,4.363,0.363,0,79,6,1
1726,1,0,1,1,0,57,14,1
1726,2,1,2,1,0,58,15,1
1726,3,2,2.512,0.512,1,59,16,1
1727,1,0,1,1,0,27,4,1
1727,2,1,2,1,0,28,5,1
1727,3,2,2.52,0.52,0,29,6,1
1728,1,0,1,1,0,28,5,1
1728,2,1,2,1,0,29,6,1
1728,3,2,3,1,0,30,7,1
1728,4,3,4,1,0,31,8,1
1728,5,4,5,1,0,32,9,1
1728,6,5,6,1,0,33,10,1
1728,7,6,7,1,0,34,11,1
1728,8,7,8,1,0,35,12,1
1728,9,8,8.442,0.442,0,36,13,1
1729,1,0,1,1,0,55,5,1
1729,2,1,2,1,0,56,6,1
1729,3,2,3,1,1,57,7,1
1729,4,3,4,1,0,58,8,1
1729,5,4,5,1,0,59,9,1
1729,6,5,6,1,0,60,10,1
1729,7,6,7,1,0,61,11,1
1729,8,7,8,1,0,62,12,1
1729,9,8,8.394,0.394,0,63,13,1
1730,1,0,1,1,0,74,13,1
1730,2,1,2,1,0,75,14,1
1730,3,2,3,1,0,76,15,1
1730,4,3,3.551,0.551,0,77,16,1
1731,1,0,1,1,0,43,18,1
1731,2,1,2,1,0,44,19,1
1731,3,2,2.739,0.739,0,45,20,1
1732,1,0,1,1,0,37,7,1
1732,2,1,2,1,0,38,8,1
1732,3,2,3,1,1,39,9,1
1732,4,3,4,1,2,40,10,1
1732,5,4,5,1,0,41,11,1
1732,6,5,6,1,0,42,12,1
1732,7,6,6.598,0.598,1,43,13,1
1733,1,0,1,1,0,62,8,1
1733,2,1,1.725,0.725,0,63,9,1
1734,1,0,1,1,0,43,9,1
1734,2,1,2,1,0,44,10,1
1734,3,2,3,1,0,45,11,1
1734,4,3,4,1,0,46,12,1
1734,5,4,4.596,0.596,0,47,13,1
1735,1,0,1,1,0,23,4,1
1735,2,1,2,1,0,24,5,1
1735,3,2,3,1,0,25,6,1
1735,4,3,3.04,0.04,0,26,7,1
1736,1,0,1,1,0,33,8,1
1736,2,1,2,1,0,34,9,1
1736,3,2,3,1,0,35,10,1
1736,4,3,4,1,0,36,11,1
1736,5,4,5,1,1,37,12,1
1736,6,5,6,1,0,38,13,1
1736,7,6,6.324,0.324,0,39,14,1
1737,1,0,1,1,0,56,4,1
1737,2,1,2,1,0,57,5,1
1737,3,2,3,1,0,58,6,1
1737,4,3,4,1,0,59,7,1
1737,5,4,4.133,0.133,0,60,8,1
1738,1,0,1,1,0,55,4,1
1738,2,1,2,1,2,56,5,1
1738,3,2,2.557,0.557,2,57,6,1
1739,1,0,1,1,1,48,11,1
1739,2,1,2,1,0,49,12,1
1739,3,2,3,1,0,50,13,1
1739,4,3,3.194,0.194,0,51,14,1
1740,1,0,1,1,0,59,10,1
1740,2,1,2,1,0,60,11,1
1740,3,2,3,1,0,61,12,1
1740,4,3,4,1,0,62,13,1
1740,5,4,5,1,0,63,14,1
1740,6,5,6,1,0,64,15,1
1740,7,6,7,1,0,65,16,1
1740,8,7,8,1,0,66,17,1
1740,9,8,9,1,0,67,18,1
1740,10,9,9.642,0.642,0,68,19,1
1741,1,0,1,1,0,18,13,1
1741,2,1,2,1,0,19,14,1
1741,3,2,3,1,0,20,15,1
1741,4,3,3.046,0.046,0,21,16,1
1742,1,0,1,1,0,33,1,1
1742,2,1,2,1,0,34,2,1
1742,3,2,3,1,0,35,3,1
1742,4,3,3.325,0.325,0,36,4,1
1743,1,0,1,1,0,43,12,1
1743,2,1,2,1,0,44,13,1
1743,3,2,2.322,0.322,0,45,14,1
1744,1,0,1,1,0,72,3,1
1744,2,1,1.761,0.761,0,73,4,1
1745,1,0,1,1,0,36,5,1
1745,2,1,1.044,0.044,0,37,6,1
1746,1,0,1,1,0,71,6,1
1746,2,1,2,1,0,72,7,1
1746,3,2,3,1,0,73,8,1
1746,4,3,3.783,0.783,0,74,9,1
1747,1,0,1,1,0,39,6,1
1747,2,1,2,1,1,40,7,1
1747,3,2,3,1,0,41,8,1
1747,4,3,4,1,0,42,9,1
1747,5,4,4.664,0.664,0,43,10,1
1748,1,0,1,1,0,40,17,1
1748,2,1,2,1,0,41,18,1
1748,3,2,3,1,0,42,19,1
1748,4,3,4,1,0,43,20,1
1748,5,4,5,1,0,44,21,1
1748,6,5,5.552,0.552,0,45,22,1
1749,1,0,1,1,0,84,10,1
1749,2,1,2,1,0,85,11,1
1749,3,2,3,1,0,86,12,1
1749,4,3,3.522,0.522,0,87,13,1
1750,1,0,1,1,0,58,10,1
1750,2,1,2,1,0,59,11,1
1750,3,2,2.538,0.538,0,60,12,1
1751,1,0,1,1,0,24,11,1
1751,2,1,2,1,0,25,12,1
1751,3,2,2.856,0.856,1,26,13,1
1752,1,0,1,1,0,41,6,1
1752,2,1,1.318,0.318,0,42,7,1
1753,1,0,1,1,0,28,16,1
1753,2,1,2,1,0,29,17,1
1753,3,2,3,1,0,30,18,1
1753,4,3,4,1,0,31,19,1
1753,5,4,5,1,0,32,20,1
1753,6,5,6,1,0,33,21,1
1753,7,6,7,1,0,34,22,1
1753,8,7,8,1,0,35,23,1
1753,9,8,8.012,0.012,0,36,24,1
1754,1,0,1,1,0,55,2,1
1754,2,1,1.439,0.439,0,56,3,1
1755,1,0,1,1,0,37,10,1
1755,2,1,2,1,0,38,11,1
1755,3,2,3,1,0,39,12,1
1755,4,3,4,1,0,40,13,1
1755,5,4,5,1,0,41,14,1
1755,6,5,6,1,0,42,15,1
1755,7,6,7,1,0,43,16,1
1755,8,7,7.976,0.976,0,44,17,1
1756,1,0,1,1,0,38,7,1
1756,2,1,2,1,0,39,8,1
1756,3,2,3,1,0,40,9,1
1756,4,3,4,1,0,41,10,1
1756,5,4,5,1,0,42,11,1
1756,6,5,6,1,0,43,12,1
1756,7,6,7,1,0,44,13,1
1756,8,7,7.34,0.34,0,45,14,1
1757,1,0,1,1,3,42,5,1
1757,2,1,2,1,1,43,6,1
1757,3,2,3,1,0,44,7,1
1757,4,3,4,1,0,45,8,1
1757,5,4,5,1,0,46,9,1
1757,6,5,5.02,0.02,0,47,10,1
1758,1,0,1,1,1,27,4,1
1758,2,1,2,1,1,28,5,1
1758,3,2,2.254,0.254,0,29,6,1
1759,1,0,1,1,0,55,1,1
1759,2,1,2,1,0,56,2,1
1759,3,2,3,1,0,57,3,1
1759,4,3,3.016,0.016,0,58,4,1
1760,1,0,1,1,0,25,4,1
1760,2,1,2,1,0,26,5,1
1760,3,2,2.791,0.791,0,27,6,1
1761,1,0,1,1,0,42,17,1
1761,2,1,1.107,0.107,0,43,18,1
1762,1,0,1,1,2,46,11,1
1762,2,1,2,1,0,47,12,1
1762,3,2,2.904,0.904,0,48,13,1
1763,1,0,1,1,0,78,7,1
1763,2,1,2,1,0,79,8,1
1763,3,2,3,1,0,80,9,1
1763,4,3,4,1,0,81,10,1
1763,5,4,5,1,0,82,11,1
1763,6,5,6,1,0,83,12,1
1763,7,6,7,1,0,84,13,1
1763,8,7,7.862,0.862,0,85,14,1
1764,1,0,1,1,1,25,6,1
1764,2,1,2,1,1,26,7,1
1764,3,2,3,1,2,27,8,1
1764,4,3,4,1,1,28,9,1
1764,5,4,5,1,1,29,10,1
1764,6,5,6,1,1,30,11,1
1764,7,6,6.496,0.496,0,31,12,1
1765,1,0,1,1,0,41,5,1
1765,2,1,2,1,0,42,6,1
1765,3,2,3,1,0,43,7,1
1765,4,3,4,1,0,44,8,1
1765,5,4,4.386,0.386,0,45,9,1
1766,1,0,1,1,0,40,11,1
1766,2,1,2,1,0,41,12,1
1766,3,2,3,1,0,42,13,1
1766,4,3,3.363,0.363,0,43,14,1
1767,1,0,1,1,0,31,4,1
1767,2,1,2,1,0,32,5,1
1767,3,2,3,1,0,33,6,1
1767,4,3,3.525,0.525,0,34,7,1
1768,1,0,1,1,0,49,8,1
1768,2,1,2,1,0,50,9,1
1768,3,2,2.122,0.122,0,51,10,1
1769,1,0,1,1,1,78,12,1
1769,2,1,2,1,1,79,13,1
1769,3,2,3,1,0,80,14,1
